step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5
30,[31.477087    8.0812235   0.16318227],20.0000,6.0000,[32.449013   22.460215    0.07259304],20.0000,6.0000,[30.382488   -8.601038    0.12981357],20.0000,6.0000,[32.326088   37.69702     0.11112192],20.0000,0.0000,[ 29.934328  -27.387497    0.6359147],20.0000,0.0000,[51.47709     8.0812235   0.16318227],20.0000,6.0000,[52.449013   22.460215    0.07259304],20.0000,6.0000,[50.38249    -8.601038    0.12981357],20.0000,6.0000,[52.033173   45.62823     0.08267958],20.0000,6.0000,[ 49.93433   -27.387497    0.6359147],20.0000,0.0000,[108.02765    55.339394    0.7574858],20.0000,4.0000,[141.89117     53.450867     0.46699327],20.0000,4.0000,[132.54317    37.957024    0.4696262],20.0000,4.0000,[104.41931    17.419788    6.0680037],20.0000,4.0000,[133.96924   -46.756477    5.6426377],20.0000,4.0000
31,[32.54875     8.291283    0.25003698],20.0000,0.0000,[33.537148   22.546883    0.29126126],20.0000,0.0000,[31.458044   -8.407563    0.22081777],20.0000,6.0000,[33.413906 37.791206  6.101707],20.0000,6.0000,[ 30.830187   -26.763147     0.34284535],20.0000,6.0000,[52.54875     8.291283    0.25003698],20.0000,6.0000,[53.537148   22.546883    0.29126126],20.0000,0.0000,[51.458046   -8.407563    0.22081777],20.0000,6.0000,[53.118244   45.751575    0.16956839],20.0000,6.0000,[ 50.830185   -26.763147     0.34284535],20.0000,6.0000,[108.43561    55.75031     0.7596055],20.0000,4.0000,[142.39558     53.73596      0.47180694],20.0000,4.0000,[133.05127    38.234695    0.4716243],20.0000,4.0000,[104.98471    17.296211    6.0680037],20.0000,4.0000,[134.41878   -47.12179     5.6389318],20.0000,4.0000
32,[33.600143  8.585727  6.201277],20.0000,6.0000,[34.59078  22.833475  6.281666],20.0000,6.0000,[32.51798    -8.145705    0.44462422],20.0000,0.0000,[34.49368  37.627705  6.188772],20.0000,6.0000,[ 31.847542   -26.366306     0.42936122],20.0000,0.0000,[53.604553    8.568449    0.46864313],20.0000,0.0000,[54.59078  22.833475  6.281666],20.0000,6.0000,[52.51798    -8.145705    0.44462422],20.0000,0.0000,[54.19289    45.943096    0.38820907],20.0000,0.0000,[ 51.84754    -26.366306     0.42936122],20.0000,0.0000,[108.84359    56.16115     0.7614628],20.0000,4.0000,[142.89978     54.021202     0.47571608],20.0000,4.0000,[133.55937     38.51229      0.47338235],20.0000,4.0000,[105.55012    17.172634    6.0680037],20.0000,4.0000,[134.86818   -47.48713     5.6358423],20.0000,4.0000
33,[3.4695629e+01 8.5889425e+00 2.4695817e-04],20.0000,6.0000,[35.68238    22.865019    0.08534319],20.0000,6.0000,[33.509686   -7.6893883   0.15492512],20.0000,6.0000,[35.58113    37.532814    0.12440752],20.0000,0.0000,[ 32.830055   -25.890144     0.09707884],20.0000,6.0000,[54.59117   9.03629   0.175829],20.0000,6.0000,[55.68238    22.865019    0.08534319],20.0000,6.0000,[53.509686   -7.6893883   0.15492512],20.0000,6.0000,[55.213867   46.330254    0.09541348],20.0000,6.0000,[ 52.830055   -25.890144     0.09707884],20.0000,6.0000,[109.251595   56.571922    0.7631037],20.0000,4.0000,[143.40384    54.306503    0.4789638],20.0000,4.0000,[134.06747     38.789803     0.47494078],20.0000,4.0000,[106.11552    17.049055    6.0680037],20.0000,4.0000,[135.31754  -47.852448   5.633219],20.0000,4.0000
34,[35.78717   8.646736  0.233164],20.0000,0.0000,[36.769337  22.965363   0.3039574],20.0000,0.0000,[34.581272   -7.476842    0.24432747],20.0000,6.0000,[36.667667 37.640907  6.114895],20.0000,6.0000,[ 33.90757   -25.692959    0.1790114],20.0000,6.0000,[55.660114   9.259758   0.2626531],20.0000,6.0000,[56.769337  22.965363   0.3039574],20.0000,0.0000,[54.581272   -7.476842    0.24432747],20.0000,6.0000,[56.2973     46.46722     0.18225908],20.0000,6.0000,[ 53.90757   -25.692959    0.1790114],20.0000,6.0000,[109.65964    56.982613    0.7645637],20.0000,4.0000,[143.9078      54.591805     0.48171225],20.0000,4.0000,[134.57559     39.067226     0.47633126],20.0000,4.0000,[106.68092    16.925478    6.0680037],20.0000,4.0000,[135.76686  -48.217712   5.630958],20.0000,4.0000
35,[36.846203   8.911511   6.2359743],20.0000,6.0000,[3.7819294e+01 2.3265150e+01 1.1147597e-02],20.0000,6.0000,[35.63633    -7.196437    0.46586433],20.0000,0.0000,[37.749428 37.4912    6.201851],20.0000,6.0000,[ 34.971565   -25.442705     0.41146433],20.0000,0.0000,[56.712364   9.550116   0.4812284],20.0000,0.0000,[5.7819294e+01 2.3265150e+01 1.1147597e-02],20.0000,6.0000,[55.63633    -7.196437    0.46586433],20.0000,0.0000,[57.369453   46.672215    0.40085605],20.0000,0.0000,[ 54.971565   -25.442705     0.41146433],20.0000,0.0000,[110.06773    57.393223    0.7658706],20.0000,4.0000,[144.41174     54.877068     0.48407298],20.0000,4.0000,[135.08376     39.34456      0.47757906],20.0000,4.0000,[107.24632    16.8019      6.0680037],20.0000,4.0000,[136.21617  -48.58291    5.628988],20.0000,4.0000
36,[37.93977     8.92837     0.04636905],20.0000,6.0000,[38.91041    23.310375    0.09797674],20.0000,6.0000,[36.620544   -6.723986    0.17474033],20.0000,6.0000,[38.837994  37.410152   0.1373753],20.0000,0.0000,[ 35.96704   -24.994747    0.1307694],20.0000,6.0000,[57.693058   10.0302515   0.18839774],20.0000,6.0000,[58.91041    23.310375    0.09797674],20.0000,6.0000,[56.620544   -6.723986    0.17474033],20.0000,6.0000,[58.3855     47.072124    0.10803697],20.0000,6.0000,[ 55.96704   -24.994747    0.1307694],20.0000,6.0000,[110.475876    57.803757     0.76704675],20.0000,4.0000,[144.91566     55.16227      0.48612502],20.0000,4.0000,[135.59193    39.621803    0.4787044],20.0000,4.0000,[107.81172    16.678324    6.0680037],20.0000,4.0000,[136.66551  -48.948036   5.627254],20.0000,4.0000
37,[39.028484    9.014859    0.27518553],20.0000,0.0000,[39.996025  23.424324   0.3165571],20.0000,0.0000,[37.688515   -6.494783    0.26315686],20.0000,6.0000,[39.923088 37.531986  6.127802],20.0000,6.0000,[ 37.040398  -24.784925    0.2242304],20.0000,6.0000,[58.759125  10.267056   0.2752026],20.0000,0.0000,[59.996025  23.424324   0.3165571],20.0000,0.0000,[57.688515   -6.494783    0.26315686],20.0000,6.0000,[59.467133   47.222645    0.19485535],20.0000,6.0000,[ 57.040398  -24.784925    0.2242304],20.0000,6.0000,[110.88407    58.214214    0.7681102],20.0000,4.0000,[145.41957     55.4474       0.48792627],20.0000,4.0000,[136.10014     39.89896      0.47972384],20.0000,4.0000,[108.37712    16.554747    6.0680037],20.0000,4.0000,[137.11487  -49.31308    5.625716],20.0000,4.0000
38,[40.0802     9.307086   6.2720633],20.0000,6.0000,[4.1042152e+01 2.3737215e+01 2.3729114e-02],20.0000,6.0000,[38.739094   -6.198235    0.48347098],20.0000,0.0000,[41.006645 37.395966  6.21469 ],20.0000,6.0000,[ 38.0967     -24.507456     0.45289522],20.0000,0.0000,[59.802822 10.587692  6.226392],20.0000,6.0000,[6.1042152e+01 2.3737215e+01 2.3729114e-02],20.0000,6.0000,[58.739094   -6.198235    0.48347098],20.0000,0.0000,[60.53664    47.44103     0.41342488],20.0000,0.0000,[ 58.0967     -24.507456     0.45289522],20.0000,0.0000,[111.29233     58.62459      0.76907593],20.0000,4.0000,[145.9235      55.732445     0.48952028],20.0000,4.0000,[136.60838    40.17603     0.4806511],20.0000,4.0000,[108.94253    16.43117     6.0680037],20.0000,4.0000,[137.56425   -49.67804     5.6243434],20.0000,4.0000
39,[41.17228     9.348154    0.08000901],20.0000,6.0000,[42.132618   23.796076    0.11053713],20.0000,6.0000,[39.716343   -5.7113957   0.19161674],20.0000,6.0000,[42.096146   37.32866     0.15014501],20.0000,0.0000,[ 39.080288   -24.034105     0.16649348],20.0000,6.0000,[6.0897877e+01 1.0618267e+01 2.5328863e-02],20.0000,6.0000,[62.132618   23.796076    0.11053713],20.0000,6.0000,[59.716343   -5.7113957   0.19161674],20.0000,6.0000,[61.54762    47.853603    0.12059108],20.0000,6.0000,[ 59.080288   -24.034105     0.16649348],20.0000,6.0000,[111.70064    59.0349      0.7699561],20.0000,4.0000,[146.42744     56.017406     0.49094063],20.0000,4.0000,[137.11665     40.45301      0.48149756],20.0000,4.0000,[109.50793    16.307592    6.0680037],20.0000,4.0000,[138.0137   -50.04292    5.623111],20.0000,4.0000
40,[42.258434    9.459139    0.30399704],20.0000,0.0000,[43.21672    23.923576    0.32909623],20.0000,0.0000,[40.780815   -5.4669094   0.27942097],20.0000,6.0000,[43.179626  37.464127   6.1405344],20.0000,6.0000,[ 40.14796   -23.800907    0.2575863],20.0000,6.0000,[61.987625   10.703312    0.25817692],20.0000,0.0000,[63.21672    23.923576    0.32909623],20.0000,0.0000,[60.780815   -5.4669094   0.27942097],20.0000,6.0000,[62.62728    48.017616    0.20739233],20.0000,6.0000,[ 60.14796   -23.800907    0.2575863],20.0000,6.0000,[112.109      59.445133    0.7707611],20.0000,4.0000,[146.93141    56.302277    0.4922138],20.0000,4.0000,[137.62497     40.729908     0.48227277],20.0000,4.0000,[110.073326   16.184015    6.0680037],20.0000,4.0000,[138.46318  -50.407715   5.621999],20.0000,4.0000
41,[4.3304192e+01 9.7723217e+00 1.4413159e-02],20.0000,6.0000,[4.4258869e+01 2.4249498e+01 3.6256857e-02],20.0000,6.0000,[41.82707    -5.1555223   0.49903357],20.0000,0.0000,[44.2648   37.341732  6.22738 ],20.0000,6.0000,[ 41.197468  -23.49994     0.4815196],20.0000,0.0000,[63.039722 10.994422  6.26094 ],20.0000,6.0000,[6.4258865e+01 2.4249498e+01 3.6256857e-02],20.0000,6.0000,[61.82707    -5.1555223   0.49903357],20.0000,0.0000,[63.69398    48.249332    0.42594463],20.0000,0.0000,[ 61.197468  -23.49994     0.4815196],20.0000,0.0000,[112.517426   59.8553      0.7714996],20.0000,4.0000,[147.43541    56.58706     0.4933609],20.0000,4.0000,[138.1333      41.006725     0.48298487],20.0000,4.0000,[110.63873    16.060436    6.0680037],20.0000,4.0000,[138.9127    -50.772427    5.6209908],20.0000,4.0000
42,[44.394985    9.833029    0.10388549],20.0000,6.0000,[45.34851    24.321959    0.12305158],20.0000,6.0000,[42.79757    -4.6552725   0.20677544],20.0000,6.0000,[45.35506    37.288105    0.16279082],20.0000,0.0000,[ 42.17154    -23.00711      0.19190098],20.0000,6.0000,[64.13252   11.038518   0.0713169],20.0000,6.0000,[65.34851    24.321959    0.12305158],20.0000,6.0000,[62.79757    -4.6552725   0.20677544],20.0000,6.0000,[64.69974   48.67448    0.1331016],20.0000,6.0000,[ 62.17154    -23.00711      0.19190098],20.0000,6.0000,[112.9259      60.2654       0.77217907],20.0000,4.0000,[147.93944     56.871754     0.49439925],20.0000,4.0000,[138.64168     41.283463     0.48364082],20.0000,4.0000,[111.20413    15.93686     6.0680037],20.0000,4.0000,[139.36227   -51.13706     5.6200733],20.0000,4.0000
43,[45.478874   9.963256   0.3255131],20.0000,0.0000,[46.43094    24.462969    0.34159732],20.0000,0.0000,[43.858562   -4.3963284   0.29419646],20.0000,6.0000,[46.43676   37.437126   6.1531568],20.0000,6.0000,[ 43.234493   -22.754868     0.28135234],20.0000,6.0000,[65.21875    11.152098    0.30011106],20.0000,0.0000,[66.43094    24.462969    0.34159732],20.0000,0.0000,[63.858562   -4.3963284   0.29419646],20.0000,6.0000,[65.77727    48.851944    0.21989205],20.0000,6.0000,[ 63.234493   -22.754868     0.28135234],20.0000,6.0000,[113.334435    60.675434     0.77280587],20.0000,4.0000,[148.4435    57.15636    0.495343],20.0000,4.0000,[139.15009     41.560123     0.48424655],20.0000,4.0000,[111.76953    15.813282    6.0680037],20.0000,4.0000,[139.8119   -51.501614   5.619236],20.0000,4.0000
44,[4.6519432e+01 1.0293595e+01 3.4444369e-02],20.0000,6.0000,[47.468945   24.801853    0.04875078],20.0000,6.0000,[44.900505  -4.0708666  0.5133913],20.0000,0.0000,[47.52338  37.328327  6.239975],20.0000,6.0000,[ 44.278397  -22.435417    0.5029527],20.0000,0.0000,[6.6262863e+01 1.1470415e+01 1.3789557e-02],20.0000,6.0000,[6.7468941e+01 2.4801853e+01 4.8750777e-02],20.0000,6.0000,[64.900505  -4.0708666  0.5133913],20.0000,0.0000,[66.840996  49.09694    0.4384335],20.0000,0.0000,[ 64.2784    -22.435417    0.5029527],20.0000,0.0000,[113.74302     61.085407     0.77338547],20.0000,4.0000,[148.94759     57.44088      0.49620393],20.0000,4.0000,[139.65854     41.83671      0.48480722],20.0000,4.0000,[112.33493    15.689705    6.0680037],20.0000,4.0000,[140.26157   -51.866093    5.6184688],20.0000,4.0000
45,[47.60895    10.371402    0.12290369],20.0000,6.0000,[48.5576     24.887886    0.13553712],20.0000,6.0000,[45.864326   -3.5578015   0.22089882],20.0000,6.0000,[48.614223   37.288338    0.17535892],20.0000,0.0000,[ 45.244335   -21.926657     0.21186739],20.0000,6.0000,[67.35358    11.538647    0.10491511],20.0000,6.0000,[68.557594   24.887886    0.13553712],20.0000,6.0000,[65.86433    -3.5578015   0.22089882],20.0000,6.0000,[67.84138    49.534584    0.14558467],20.0000,6.0000,[ 65.24434    -21.926657     0.21186739],20.0000,6.0000,[114.15165    61.49532     0.7739226],20.0000,4.0000,[149.45172     57.725315     0.49699193],20.0000,4.0000,[140.167      42.11323     0.4853273],20.0000,4.0000,[112.90034    15.566128    6.0680037],20.0000,4.0000,[140.71129   -52.2305      5.6177635],20.0000,4.0000
46,[48.69065    10.518333    0.34326842],20.0000,0.0000,[49.638187   25.04237     0.35407445],20.0000,0.0000,[46.921783   -3.284916    0.30807924],20.0000,6.0000,[49.69398   37.450863   6.1657104],20.0000,6.0000,[ 46.303032   -21.657837     0.30031392],20.0000,6.0000,[68.43664    11.676626    0.32889515],20.0000,0.0000,[69.63818    25.04237     0.35407445],20.0000,0.0000,[66.92178    -3.284916    0.30807924],20.0000,6.0000,[68.91661    49.725456    0.23236834],20.0000,6.0000,[ 66.30303    -21.657837     0.30031392],20.0000,6.0000,[114.56034     61.90517      0.77442145],20.0000,4.0000,[149.95589     58.00967      0.49771538],20.0000,4.0000,[140.67552     42.38968      0.48581073],20.0000,4.0000,[113.46574    15.442551    6.0680037],20.0000,4.0000,[141.16106   -52.594833    5.6171136],20.0000,4.0000
47,[49.726295   10.863963    0.05144379],20.0000,6.0000,[50.67189    25.394154    0.06122341],20.0000,6.0000,[47.959377  -2.9458547  0.5270199],20.0000,0.0000,[50.78187   37.35564    6.2525115],20.0000,6.0000,[ 47.34184   -21.322357    0.5206635],20.0000,0.0000,[6.9474281e+01 1.2015731e+01 3.9306186e-02],20.0000,6.0000,[7.0671890e+01 2.5394154e+01 6.1223414e-02],20.0000,6.0000,[67.95937   -2.9458547  0.5270199],20.0000,0.0000,[69.97721    49.983677    0.45090297],20.0000,0.0000,[ 67.341835  -21.322357    0.5206635],20.0000,0.0000,[114.96908     62.314972     0.77488565],20.0000,4.0000,[150.46008     58.29395      0.49838147],20.0000,4.0000,[141.18405    42.66606     0.4862609],20.0000,4.0000,[114.031136   15.318973    6.0680037],20.0000,4.0000,[141.61087   -52.9591      5.6165133],20.0000,4.0000
48,[50.81448   10.957447   0.1392747],20.0000,6.0000,[51.759388   25.493736    0.14800449],20.0000,6.0000,[48.9165    -2.4203615  0.2343872],20.0000,6.0000,[51.87313   37.329266   0.1878782],20.0000,0.0000,[ 48.30026    -20.79943      0.22882996],20.0000,6.0000,[70.563225   12.103555    0.12877546],20.0000,6.0000,[71.75939    25.493736    0.14800449],20.0000,6.0000,[68.9165    -2.4203615  0.2343872],20.0000,6.0000,[70.97206    50.433743    0.15805049],20.0000,6.0000,[ 68.30026    -20.79943      0.22882996],20.0000,6.0000,[115.37786    62.724716    0.7753183],20.0000,4.0000,[150.96432     58.578148     0.49899626],20.0000,4.0000,[141.69263    42.94238     0.4866808],20.0000,4.0000,[114.596535   15.195395    6.0680037],20.0000,4.0000,[142.06073   -53.3233      5.6159577],20.0000,4.0000
49,[51.89396  11.119731  0.358917],20.0000,0.0000,[52.83797   25.661661   0.3665365],20.0000,0.0000,[49.97033    -2.1338692   0.32141635],20.0000,6.0000,[52.95078   37.50524    6.1782203],20.0000,6.0000,[ 49.35488   -20.51543     0.3166529],20.0000,6.0000,[71.64354    12.260704    0.35039908],20.0000,0.0000,[72.83797   25.661661   0.3665365],20.0000,0.0000,[69.97033    -2.1338692   0.32141635],20.0000,6.0000,[72.04484    50.637985    0.24482986],20.0000,6.0000,[ 69.35488   -20.51543     0.3166529],20.0000,6.0000,[115.78669    63.13441     0.7757223],20.0000,4.0000,[151.4686      58.862274     0.49956506],20.0000,4.0000,[142.20122     43.218636     0.48707318],20.0000,4.0000,[115.16194    15.071818    6.0680037],20.0000,4.0000,[142.51064   -53.687435    5.6154423],20.0000,4.0000
50,[52.92478    11.47962     0.06667571],20.0000,6.0000,[53.867218   26.026285    0.07368265],20.0000,6.0000,[51.003483  -1.7815176  0.5402003],20.0000,0.0000,[54.039772 37.42359   6.265011],20.0000,6.0000,[ 50.388794  -20.165249    0.5362863],20.0000,0.0000,[7.2675552e+01 1.2616825e+01 5.9327941e-02],20.0000,6.0000,[7.3867218e+01 2.6026285e+01 7.3682651e-02],20.0000,6.0000,[71.00348   -1.7815176  0.5402003],20.0000,0.0000,[73.10214   50.90939    0.4633602],20.0000,0.0000,[ 70.388794  -20.165249    0.5362863],20.0000,0.0000,[116.195564    63.544056     0.77610016],20.0000,4.0000,[151.9729     59.14633     0.5000925],20.0000,4.0000,[142.70985     43.494835     0.48744035],20.0000,4.0000,[115.72734    14.948241    6.0680037],20.0000,4.0000,[142.96059  -54.05151    5.614963],20.0000,4.0000
51,[54.01153    11.58794     0.15411347],20.0000,6.0000,[54.95339   26.139393   0.1604604],20.0000,6.0000,[51.953842   -1.2438648   0.24748212],20.0000,6.0000,[55.13127    37.410824    0.20036681],20.0000,0.0000,[ 51.339962   -19.629148     0.24403997],20.0000,6.0000,[73.7628    12.721706   0.1477854],20.0000,6.0000,[74.95339   26.139393   0.1604604],20.0000,6.0000,[71.95384    -1.2438648   0.24748212],20.0000,6.0000,[74.09132    51.3718      0.17050542],20.0000,6.0000,[ 71.33996    -19.629148     0.24403997],20.0000,6.0000,[116.604485  63.95365    0.776454],20.0000,4.0000,[152.47723    59.430317    0.5005826],20.0000,4.0000,[143.2185      43.770973     0.48778448],20.0000,4.0000,[116.29274    14.824664    6.0680037],20.0000,4.0000,[143.41057   -54.415524    5.6145163],20.0000,4.0000
52,[55.088703   11.764792    0.37332627],20.0000,0.0000,[56.029797  26.320728   0.3789891],20.0000,0.0000,[53.00393    -0.94399107  0.33441606],20.0000,6.0000,[56.206646  37.60021    6.1907034],20.0000,6.0000,[ 52.390556   -19.330807     0.33147272],20.0000,6.0000,[74.840515   12.895498    0.36814794],20.0000,0.0000,[76.0298    26.320728   0.3789891],20.0000,0.0000,[73.00393    -0.94399107  0.33441606],20.0000,6.0000,[75.16147   51.58938    0.2572821],20.0000,6.0000,[ 72.39056    -19.330807     0.33147272],20.0000,6.0000,[117.01344     64.363205     0.77678585],20.0000,4.0000,[152.9816     59.714237    0.5010388],20.0000,4.0000,[143.72719     44.047062     0.48810738],20.0000,4.0000,[116.85814    14.701086    6.0680037],20.0000,4.0000,[143.8606  -54.77948   5.6141 ],20.0000,4.0000
53,[56.114697   12.138327    0.08084369],20.0000,6.0000,[57.05443    26.698132    0.08613345],20.0000,6.0000,[54.032524  -0.5785617  0.5531026],20.0000,0.0000,[57.29657  37.53213   6.277487],20.0000,6.0000,[ 53.419636   -18.9667       0.55068016],20.0000,0.0000,[75.86724    13.266779    0.07632199],20.0000,6.0000,[77.05443    26.698132    0.08613345],20.0000,6.0000,[74.032524  -0.5785617  0.5531026],20.0000,0.0000,[76.21531    51.873917    0.47580972],20.0000,6.0000,[ 73.41963    -18.9667       0.55068016],20.0000,0.0000,[117.42245    64.77271     0.7770975],20.0000,4.0000,[153.48601    59.998096    0.5014642],20.0000,4.0000,[144.23589    44.323093    0.4884108],20.0000,4.0000,[117.423546   14.577509    6.0680037],20.0000,4.0000,[144.31067   -55.143383    5.6137104],20.0000,4.0000
54,[57.19989    12.260966    0.16803463],20.0000,6.0000,[58.13911    26.824745    0.17290911],20.0000,6.0000,[ 5.4976025e+01 -2.8946951e-02  2.6033172e-01],20.0000,6.0000,[58.388145   37.532955    0.21283609],20.0000,6.0000,[ 54.36364   -18.418028    0.2581946],20.0000,6.0000,[76.95277    13.387299    0.16415174],20.0000,6.0000,[78.13911    26.824745    0.17290911],20.0000,6.0000,[ 7.4976028e+01 -2.8946951e-02  2.6033172e-01],20.0000,6.0000,[77.206825  52.332745   0.7335054],20.0000,0.0000,[ 74.36364   -18.418028    0.2581946],20.0000,6.0000,[117.83148    65.182175    0.7773906],20.0000,4.0000,[153.99043    60.28189     0.5018616],20.0000,4.0000,[144.74463     44.59908      0.48869625],20.0000,4.0000,[117.988945   14.453932    6.0680037],20.0000,4.0000,[144.76077  -55.507236   5.613346],20.0000,4.0000
55,[58.274647  12.451911   0.3869863],20.0000,0.0000,[59.213177  27.019459   0.3914357],20.0000,0.0000,[56.02224     0.28414887  0.3472057 ],20.0000,6.0000,[59.464844   37.718285    0.47053546],20.0000,0.0000,[ 55.41018   -18.105871    0.3453824],20.0000,6.0000,[78.02787    13.576379    0.38379276],20.0000,0.0000,[79.21318   27.019459   0.3914357],20.0000,0.0000,[76.02224     0.28414887  0.3472057 ],20.0000,6.0000,[78.07603    52.998756    0.44583407],20.0000,6.0000,[ 75.41018   -18.105871    0.3453824],20.0000,6.0000,[118.24056     65.591606     0.77766645],20.0000,4.0000,[154.4949     60.565628    0.5022333],20.0000,4.0000,[145.25337     44.87501      0.48896506],20.0000,4.0000,[118.554344   14.330355    6.0680037],20.0000,4.0000,[145.21092   -55.871037    5.6130047],20.0000,4.0000
