step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2
94,[64.888725  72.86804    0.8955312],20.0000,6.0000,[61.767284  56.320454   6.1685133],20.0000,6.0000,[ 72.60778   -22.081205    6.2094793],20.0000,0.0000,[ 93.417656 -46.322876   5.75246 ],20.0000,4.0000,[93.391945 46.616985  6.210422],20.0000,4.0000
95,[65.720505  73.600365   1.0712405],20.0000,6.0000,[6.2866814e+01 5.6327042e+01 5.3270873e-02],20.0000,0.0000,[ 73.69832  -22.135149   5.948937],20.0000,6.0000,[ 93.94138  -46.573914   5.723442],20.0000,4.0000,[93.97242   46.61962    6.2182393],20.0000,4.0000
96,[66.40806   74.468666   1.2418963],20.0000,6.0000,[63.952335  56.46921    6.0662146],20.0000,6.0000,[ 74.754456  -22.421267    6.0490847],20.0000,0.0000,[ 94.45852  -46.838577   5.717904],20.0000,4.0000,[94.55253  46.621758  6.226077],20.0000,4.0000
97,[66.93508   75.44217    1.4138845],20.0000,6.0000,[65.04572   56.358646   6.1773868],20.0000,6.0000,[ 75.82982   -22.61751     5.7320065],20.0000,6.0000,[ 94.972496  -47.108776    5.7216463],20.0000,4.0000,[95.132355 46.62402   6.233002],20.0000,4.0000
98,[67.28626   76.49174    1.5886393],20.0000,0.0000,[66.13919    56.318913    0.15283789],20.0000,6.0000,[ 76.82172   -23.088308    5.8238783],20.0000,6.0000,[ 95.48505   -47.380898    5.7283463],20.0000,4.0000,[95.71196   46.626556   6.2388444],20.0000,4.0000
99,[67.431595  77.58606    1.2147462],20.0000,6.0000,[67.21746    56.48874     0.43570483],20.0000,0.0000,[ 77.83295   -23.505894    6.0712237],20.0000,6.0000,[ 95.997025 -47.65344    5.73533 ],20.0000,4.0000,[96.2914    46.629337   6.2437067],20.0000,4.0000
100,[67.85532   78.59307    1.2248063],20.0000,6.0000,[68.22697    56.90661     0.16011979],20.0000,6.0000,[ 7.890110e+01 -2.373072e+01  6.712586e-02],20.0000,0.0000,[ 96.50877  -47.925865   5.74163 ],20.0000,3.0000,[96.87071  46.63229   6.247761],20.0000,3.0000
101,[68.27289   79.60285    1.4071721],20.0000,6.0000,[69.30262    57.092644    0.24776718],20.0000,6.0000,[ 79.993225  -23.702522    6.0738335],20.0000,6.0000,[ 97.02197   -48.195496    5.6552615],20.0000,4.0000,[97.45004  46.638306  6.159411],20.0000,4.0000
102,[68.5402    80.66505    1.6477466],20.0000,6.0000,[70.363815  57.34857    0.4642142],20.0000,6.0000,[ 81.06389   -23.915508    6.1617155],20.0000,6.0000,[ 97.51901   -48.495975    5.6263323],20.0000,4.0000,[98.02966   46.609478   6.1288414],20.0000,4.0000
103,[68.593025  81.763916   1.8933376],20.0000,0.0000,[71.368576   57.779922    0.72032446],20.0000,6.0000,[ 82.14616    -24.057981     0.09522124],20.0000,6.0000,[ 98.00817  -48.809383   5.620878],20.0000,4.0000,[98.60856   46.565693   6.1216245],20.0000,4.0000
104,[68.392746  82.84788    1.5685698],20.0000,6.0000,[72.26796    58.409943    0.97858876],20.0000,0.0000,[ 83.2387     -24.016375     0.35152763],20.0000,0.0000,[ 98.49364  -49.127983   5.624693],20.0000,4.0000,[99.186775  46.51555    6.1237884],20.0000,4.0000
105,[68.44791  83.939316  1.597791],20.0000,6.0000,[72.99746    59.23475     0.66611737],20.0000,6.0000,[ 8.429813e+01 -2.373492e+01  5.974210e-02],20.0000,6.0000,[ 98.977516  -49.448353    5.6314516],20.0000,3.0000,[99.764496  46.46294    6.1291695],20.0000,4.0000
106,[68.478264  85.03208    1.7860368],20.0000,0.0000,[73.88691   59.869514   0.7038605],20.0000,6.0000,[ 85.389275   -23.695572     0.12562934],20.0000,6.0000,[ 99.46258  -49.766716   5.54672 ],20.0000,4.0000,[100.34189   46.40955    6.135133],20.0000,4.0000
107,[68.32549 86.11602  1.47562],20.0000,6.0000,[74.75769   60.530415   0.8957505],20.0000,0.0000,[ 86.47769    -23.60205      0.33188492],20.0000,0.0000,[ 99.92845   -50.114513    5.5196133],20.0000,4.0000,[100.91906    46.356033    6.1406736],20.0000,4.0000
108,[68.43659   87.20193    1.5439674],20.0000,6.0000,[75.50462   61.330708   0.5864583],20.0000,6.0000,[ 8.7533310e+01 -2.3314978e+01  3.0376118e-02],20.0000,0.0000,[100.38499   -50.474537    5.5162477],20.0000,4.0000,[101.49607   46.302605   6.145505],20.0000,3.0000
109,[68.4927   88.292366  1.75269 ],20.0000,0.0000,[76.41834   61.927925   0.6548268],20.0000,6.0000,[ 88.623886  -23.266096    5.8369503],20.0000,6.0000,[100.83727   -50.83925     5.5220075],20.0000,4.0000,[102.073364   46.252235    6.0578675],20.0000,4.0000
110,[68.35244   89.376434   1.4545571],20.0000,0.0000,[77.30095   62.57078    0.8635125],20.0000,0.0000,[ 89.66178  -23.62591    5.889312],20.0000,6.0000,[101.28785  -51.205345   5.530351],20.0000,3.0000,[102.64762   46.167145   6.027908],20.0000,4.0000
111,[68.452705  90.46369    0.9830863],20.0000,0.0000,[78.05496   63.362244   0.5652648],20.0000,0.0000,[ 90.702736  -23.96546     6.1245823],20.0000,0.0000,[101.73988  -51.569347   5.44681 ],20.0000,4.0000,[103.21966   46.067158   6.021373],20.0000,4.0000
112,[68.93335    91.45509     0.48693785],20.0000,0.0000,[78.96283    63.968826    0.09356683],20.0000,0.0000,[ 91.78611   -24.103306    5.8538356],20.0000,6.0000,[102.17007  -51.960682   5.420542],20.0000,4.0000,[103.79035    45.96092     6.0241904],20.0000,4.0000
113,[6.9780174e+01 9.2188461e+01 3.1533811e-02],20.0000,0.0000,[80.03567   64.21938    5.8804917],20.0000,0.0000,[ 92.81454   -24.479183    5.9525023],20.0000,0.0000,[102.589775  -52.36323     5.4179087],20.0000,4.0000,[104.3603    45.85233    6.030126],20.0000,4.0000
114,[70.861946  92.515686   5.9464407],20.0000,0.0000,[81.13852   64.0231     5.4247985],20.0000,6.0000,[ 93.86865   -24.77039     5.6383405],20.0000,0.0000,[103.004814  -52.769943    5.4242644],20.0000,3.0000,[104.92983   45.74306    6.036524],20.0000,4.0000
115,[71.985916  92.422745   5.6382084],20.0000,6.0000,[82.06022   63.376854   5.6067705],20.0000,6.0000,[ 94.82656   -25.312748    5.1825447],20.0000,0.0000,[103.42031   -53.17585     5.3412976],20.0000,4.0000,[105.49912   45.63375    6.042391],20.0000,3.0000
116,[73.00689  91.96419   5.883677],20.0000,0.0000,[82.99548  62.79825   6.006905],20.0000,0.0000,[ 95.53117   -26.179096    4.7294497],20.0000,6.0000,[103.811    -53.607327   5.316421],20.0000,4.0000,[106.06897   45.527477   5.955706],20.0000,4.0000
117,[74.061554  91.65583    5.7246656],20.0000,0.0000,[84.05278  62.525654  5.800101],20.0000,0.0000,[ 95.81747  -27.265923   4.896734],20.0000,6.0000,[104.18986   -54.049057    5.3155665],20.0000,4.0000,[106.632454   45.386932    5.9265475],20.0000,4.0000
118,[75.06664  91.20445   5.334878],20.0000,6.0000,[85.056984  62.09022    5.3646374],20.0000,0.0000,[ 96.150536  -28.314184    5.2841244],20.0000,6.0000,[104.56364   -54.494354    5.3235817],20.0000,4.0000,[107.19224   45.231716   5.920873],20.0000,4.0000
119,[75.869255 90.4369    5.449119],20.0000,0.0000,[85.86721  61.335537  4.887449],20.0000,6.0000,[ 96.75166   -29.225386    5.6256714],20.0000,6.0000,[104.9356    -54.940403    5.3336945],20.0000,4.0000,[107.75003    45.07043     5.9244933],20.0000,4.0000
120,[76.70522   89.72147    5.2091026],20.0000,6.0000,[86.30347   60.304203   5.0095696],20.0000,6.0000,[ 97.571815  -29.949257    5.9156446],20.0000,6.0000,[105.30717   -55.386173    5.3431897],20.0000,4.0000,[108.30683    44.906963    5.9310946],20.0000,4.0000
121,[77.365295  88.83767    5.3526144],20.0000,6.0000,[86.756256  59.301273   5.3633657],20.0000,6.0000,[ 98.54222  -30.466782   6.18056 ],20.0000,6.0000,[105.67882   -55.8314      5.3512692],20.0000,4.0000,[108.863144   44.742954    5.9380045],20.0000,4.0000
122,[78.08869   88.01542    5.6405816],20.0000,0.0000,[87.43691   58.447594   5.6995263],20.0000,6.0000,[ 99.610176  -30.751953    0.1298608],20.0000,6.0000,[106.050674 -56.27613    5.35791 ],20.0000,3.0000,[109.41922   44.579002   5.94425 ],20.0000,4.0000
123,[78.97701  87.38062   5.385446],20.0000,6.0000,[88.314896 57.796288  5.989699],20.0000,0.0000,[100.71731    -30.80026      0.32928035],20.0000,0.0000,[106.42507  -56.718685   5.271574],20.0000,4.0000,[109.97516   44.415268   5.949601],20.0000,4.0000
124,[79.71434  86.572464  5.486755],20.0000,0.0000,[89.32895  57.37851   5.707431],20.0000,0.0000,[101.80684  -30.612991   6.239768],20.0000,6.0000,[106.77297  -57.1837     5.242556],20.0000,4.0000,[110.531006   44.25174     5.9541073],20.0000,4.0000
125,[80.517334  85.83099    5.1690016],20.0000,6.0000,[90.236465  56.77179    5.2226396],20.0000,0.0000,[102.895096  -30.712597    6.2429185],20.0000,0.0000,[107.108765  -57.65772     5.2369437],20.0000,4.0000,[111.08678   44.088364   5.957898],20.0000,4.0000
126,[81.10273   84.90242    5.2599816],20.0000,6.0000,[90.86968   55.8753     4.7207303],20.0000,6.0000,[103.98429   -30.792984    5.8707967],20.0000,6.0000,[107.4392  -58.13517   5.24059],20.0000,3.0000,[111.64248    43.925076    5.9611077],20.0000,4.0000
127,[81.732956 84.00823   5.50589 ],20.0000,0.0000,[91.091     54.785557   4.7964797],20.0000,6.0000,[105.00291  -31.188034   5.937437],20.0000,6.0000,[107.770065  -58.612183    5.1554427],20.0000,4.0000,[112.19813   43.76182    5.963851],20.0000,4.0000
128,[82.52642   83.258316   5.2335515],20.0000,6.0000,[91.31528   53.709038   5.0992703],20.0000,6.0000,[106.0377    -31.536205    6.1511927],20.0000,6.0000,[108.07153  -59.10973    5.128985],20.0000,4.0000,[112.75371   43.598564   5.966219],20.0000,4.0000
129,[83.13484   82.34896    5.3300505],20.0000,6.0000,[91.75826  52.710846  5.419262],20.0000,6.0000,[107.115776   -31.709845     0.12593158],20.0000,0.0000,[108.359406  -59.615227    5.1267695],20.0000,4.0000,[113.309235   43.435272    5.9682813],20.0000,4.0000
130,[83.8       81.48254    5.5618362],20.0000,0.0000,[92.431404  51.850277   5.7071276],20.0000,0.0000,[108.207855  -31.645172    6.1242537],20.0000,6.0000,[108.6415   -60.123405   5.133705],20.0000,3.0000,[113.86471    43.27193     5.9700937],20.0000,4.0000
131,[84.61882   80.76072    5.2772317],20.0000,6.0000,[93.29491  51.1758    5.427155],20.0000,6.0000,[109.28459   -31.824528    6.2023478],20.0000,0.0000,[108.92426   -60.630894    5.0512724],20.0000,4.0000,[114.42013   43.108524   5.971698],20.0000,4.0000
132,[85.25032  79.86863   5.368996],20.0000,6.0000,[93.99149  50.33504   5.498385],20.0000,6.0000,[110.37175  -31.922985   5.864008],20.0000,0.0000,[109.175995 -61.15581    5.026808],20.0000,4.0000,[114.9755    42.945045   5.973127],20.0000,4.0000
133,[85.937195 79.01989   5.593842],20.0000,0.0000,[94.73279   49.532608   5.7066507],20.0000,0.0000,[111.40088  -32.295265   5.391466],20.0000,0.0000,[109.41348   -61.68716     5.0263143],20.0000,4.0000,[115.53082   42.781487   5.974408],20.0000,4.0000
134,[86.77157  78.31599   5.304796],20.0000,6.0000,[95.60796   48.87616    5.4056716],20.0000,0.0000,[112.23789   -33.02243     4.9071226],20.0000,6.0000,[109.64512   -62.220448    5.0346174],20.0000,3.0000,[116.086105  42.617844   5.975562],20.0000,4.0000
135,[87.41957   77.43637    5.3945785],20.0000,0.0000,[96.3171    48.046192   4.9289594],20.0000,6.0000,[112.70101  -34.043667   5.034667],20.0000,6.0000,[109.877655  -62.752964    4.9531803],20.0000,4.0000,[116.64134   42.454117   5.976606],20.0000,4.0000
136,[88.13586 76.61191  5.06606],20.0000,6.0000,[96.6715    47.006508   4.9812417],20.0000,6.0000,[113.18013 -35.03448   5.3971 ],20.0000,6.0000,[110.07776  -63.299767   4.929375],20.0000,4.0000,[117.19654   42.290306   5.977555],20.0000,4.0000
137,[88.60951  75.623215  5.150599],20.0000,6.0000,[97.043884  45.97688    5.2161703],20.0000,6.0000,[113.88808  -35.865635   5.736094],20.0000,0.0000,[110.26313  -63.851547   4.929398],20.0000,4.0000,[117.7517     42.12641     5.9784207],20.0000,4.0000
138,[89.13044   74.661865   5.3879786],20.0000,6.0000,[97.58564  45.029106  5.495723],20.0000,6.0000,[114.797485  -36.47093     5.4761662],20.0000,0.0000,[110.44256   -64.40463     4.9380836],20.0000,4.0000,[118.30683    41.962433    5.9792123],20.0000,4.0000
139,[89.812386  73.809555   5.6611385],20.0000,0.0000,[98.31914   44.21907    5.7710004],20.0000,0.0000,[115.5734    -37.239227    5.0181947],20.0000,0.0000,[110.62012   -64.95767     4.9486704],20.0000,3.0000,[118.86192    41.798374    5.9799395],20.0000,4.0000
140,[90.67083  73.133545  5.382812],20.0000,6.0000,[99.223434  43.6002     5.4867764],20.0000,0.0000,[116.04328   -38.235542    4.5246844],20.0000,6.0000,[110.800385 -65.50956    4.866723],20.0000,4.0000,[119.41698   41.63423    5.980609],20.0000,4.0000
141,[91.357796  72.2852     5.4692883],20.0000,0.0000,[99.98186   42.815132   5.0059047],20.0000,6.0000,[116.06782  -39.351273   4.619317],20.0000,6.0000,[110.94765  -66.07236    4.841519],20.0000,4.0000,[119.97201    41.470013    5.9812264],20.0000,4.0000
142,[92.111     71.49514    5.1347027],20.0000,6.0000,[100.39637    41.800095    5.0560613],20.0000,6.0000,[116.10391  -40.45094    4.946544],20.0000,6.0000,[111.080086  -66.63877     4.8397584],20.0000,4.0000,[120.52701    41.305717    5.9817977],20.0000,4.0000
143,[92.62649  70.53008   5.214539],20.0000,6.0000,[100.83195    40.796627    5.2813168],20.0000,6.0000,[116.38687   -41.50562     5.2756124],20.0000,6.0000,[111.20644   -67.20606     4.8467965],20.0000,4.0000,[121.08198    41.14135     5.9823275],20.0000,4.0000
144,[93.19033   69.5944     5.4403377],20.0000,6.0000,[101.42732   39.881702   5.553461],20.0000,6.0000,[116.92559   -42.4564      5.5651145],20.0000,6.0000,[111.33078  -67.77326    4.856085],20.0000,4.0000,[121.636925   40.97691     5.9828196],20.0000,4.0000
145,[93.90558   68.76971    5.7052646],20.0000,6.0000,[102.20247    39.11101     5.8260083],20.0000,0.0000,[117.67007   -43.26333     5.8350196],20.0000,6.0000,[111.45478  -68.340096   4.864962],20.0000,3.0000,[122.19184   40.8124     5.983278],20.0000,4.0000
146,[94.777115  68.107864   5.9745455],20.0000,6.0000,[103.13754   38.53898    5.539719],20.0000,6.0000,[118.58266  -43.884327   6.077055],20.0000,0.0000,[111.58195  -68.9061     4.780844],20.0000,4.0000,[122.74674   40.647823   5.983705],20.0000,4.0000
147,[95.77627  67.64825   6.232129],20.0000,6.0000,[103.92262    37.780106    5.6070623],20.0000,6.0000,[119.61634   -44.27398     5.7352114],20.0000,0.0000,[111.67527  -69.479805   4.753698],20.0000,4.0000,[123.30161    40.48318     5.9841037],20.0000,4.0000
148,[96.85759    67.42021     0.17943084],20.0000,6.0000,[104.74578    37.061817    5.8136673],20.0000,6.0000,[120.52731  -44.87665    5.198884],20.0000,0.0000,[111.75357  -70.05581    4.749999],20.0000,4.0000,[123.85646   40.318478   5.984477],20.0000,4.0000
149,[97.96549    67.42826     0.37945995],20.0000,6.0000,[105.677666   36.486053    6.0625105],20.0000,0.0000,[121.13279  -45.791237   4.684755],20.0000,6.0000,[111.825615 -70.632256   4.755359],20.0000,3.0000,[124.41129    40.153713    5.9848266],20.0000,4.0000
150,[99.05063    67.653984    0.55858237],20.0000,6.0000,[106.71601   36.127937   5.759394],20.0000,6.0000,[121.31323   -46.888195    4.7554975],20.0000,6.0000,[111.898415  -71.20841     4.6715884],20.0000,4.0000,[124.9661     39.98889     5.9851546],20.0000,4.0000
151,[100.07634     68.07238      0.72964877],20.0000,6.0000,[107.642136   35.54894     5.8121657],20.0000,6.0000,[121.49356   -47.972984    5.0551357],20.0000,6.0000,[111.93579  -71.78917    4.646132],20.0000,4.0000,[125.5209     39.824013    5.9854627],20.0000,5.0000
152,[101.013374    68.66205      0.90086335],20.0000,6.0000,[108.59125    35.007305    6.0119257],20.0000,6.0000,[121.89306  -48.989395   5.374499],20.0000,6.0000,[111.9575   -72.37063    4.644785],20.0000,4.0000,[126.07479    39.65624     6.0775113],20.0000,4.0000
153,[101.83468    69.403984    1.0748342],20.0000,6.0000,[109.61714   34.622257   6.257346],20.0000,6.0000,[122.52786   -49.878563    5.6624017],20.0000,0.0000,[111.972946  -72.951744    4.6524143],20.0000,4.0000,[126.63793  39.52169   6.11139],20.0000,4.0000
154,[102.51474    70.277115    1.2510812],20.0000,6.0000,[110.70465     34.451714     0.21904434],20.0000,6.0000,[123.360886  -50.59022     5.3826566],20.0000,6.0000,[111.986435  -73.53235     4.6622486],20.0000,3.0000,[127.20429    39.400448    6.1233892],20.0000,4.0000
155,[103.03142    71.255875    1.4283606],20.0000,6.0000,[111.8081     34.51834     0.4417328],20.0000,6.0000,[124.019875  -51.460747    5.4543233],20.0000,6.0000,[112.0027   -74.11264    4.579796],20.0000,4.0000,[127.77188    39.28487     6.1265507],20.0000,4.0000
156,[103.36776    72.31036     1.6057717],20.0000,6.0000,[112.87576    34.813942    0.6380954],20.0000,6.0000,[124.725464  -52.29472     5.6628175],20.0000,0.0000,[111.98414   -74.69404     4.5542703],20.0000,4.0000,[128.33994    39.17175     6.1261835],20.0000,4.0000
157,[103.51296    73.40767     1.7829533],20.0000,0.0000,[113.86637    35.31063     0.8165844],20.0000,6.0000,[125.57125  -52.98859    5.361997],20.0000,6.0000,[111.9503   -75.274704   4.552259],20.0000,4.0000,[128.90816    39.059715    6.1245217],20.0000,4.0000
158,[103.44514   74.50964    1.409342],20.0000,0.0000,[114.75082    35.977417    0.9883371],20.0000,6.0000,[126.22947   -53.85936     5.4359984],20.0000,6.0000,[111.91035   -75.8545      4.5591073],20.0000,3.0000,[129.47643   38.948174   6.122494],20.0000,4.0000
159,[103.64913    75.58235     0.8682978],20.0000,0.0000,[115.50561   36.787315   1.16033 ],20.0000,6.0000,[126.934685  -54.69285     5.6469345],20.0000,0.0000,[111.871376 -76.43409    4.476502],20.0000,4.0000,[130.04468    38.83688     6.1204724],20.0000,4.0000
160,[104.26395     76.49205      0.35574177],20.0000,6.0000,[116.10909    37.715126    1.3347294],20.0000,6.0000,[127.779686  -55.386055    5.3498635],20.0000,0.0000,[111.7969    -77.01142     4.4518685],20.0000,4.0000,[130.61293  38.72574   6.11859],20.0000,4.0000
161,[105.21122   77.07659    0.431703],20.0000,6.0000,[116.54205    38.733665    1.5110843],20.0000,6.0000,[128.45221  -56.246292   4.879372],20.0000,6.0000,[111.70698  -77.58641    4.451208],20.0000,3.0000,[131.18117   38.61471    6.116881],20.0000,4.0000
162,[106.14581    77.65665     0.7394455],20.0000,6.0000,[116.789825   39.812355    1.6883143],20.0000,6.0000,[128.76512  -57.3005     4.934201],20.0000,6.0000,[111.613945 -78.160614   4.367612],20.0000,4.0000,[131.74939   38.503784   6.115344],20.0000,4.0000
163,[106.929306   78.41743     1.0622419],20.0000,6.0000,[116.843864   40.91787     1.8656471],20.0000,6.0000,[129.09518 -58.34503   5.17551],20.0000,6.0000,[111.48409 -78.72891   4.34455],20.0000,4.0000,[132.31761   38.392952   6.113963],20.0000,4.0000
164,[107.50215    79.34779     1.3508736],20.0000,0.0000,[116.70224    42.015636    2.0427778],20.0000,6.0000,[129.6011   -59.31248    5.459422],20.0000,0.0000,[111.33845   -79.29302     4.3464828],20.0000,4.0000,[132.88583    38.282215    6.1127195],20.0000,4.0000
165,[107.83367   80.39218    1.071035],20.0000,0.0000,[116.36945    43.071304    2.2197008],20.0000,6.0000,[130.31935  -60.135048   5.185694],20.0000,6.0000,[111.18707  -79.854805   4.357176],20.0000,3.0000,[133.45404   38.171574   6.111596],20.0000,4.0000
166,[108.36335    81.346634    0.5915677],20.0000,0.0000,[115.85605    44.051918    2.3965127],20.0000,6.0000,[130.83916   -61.09521     5.2768617],20.0000,6.0000,[111.03719  -80.41649    4.277635],20.0000,4.0000,[134.02226   38.061028   6.110578],20.0000,4.0000
167,[1.0920254e+02 8.2054886e+01 9.1338269e-02],20.0000,0.0000,[115.178154   44.926914    2.5732982],20.0000,6.0000,[131.42227   -62.017963    5.4958296],20.0000,0.0000,[110.853294  -80.9692      4.2551455],20.0000,4.0000,[134.59048    37.950573    6.1096516],20.0000,4.0000
168,[110.26827   82.38672    5.902437],20.0000,6.0000,[114.356926   45.669037    2.7500978],20.0000,6.0000,[132.16693  -62.816895   5.202676],20.0000,6.0000,[110.65493  -81.51661    4.256217],20.0000,3.0000,[135.1587     37.840214    6.1088057],20.0000,4.0000
169,[111.38274    82.233604    6.0642977],20.0000,0.0000,[113.41797    46.255142    2.9269185],20.0000,6.0000,[132.70389  -63.767597   5.288036],20.0000,6.0000,[110.45393  -82.062645   4.173933],20.0000,4.0000,[135.72694   37.729942   6.108031],20.0000,4.0000
170,[112.48209    82.148766    5.9038305],20.0000,0.0000,[112.390564   46.666946    3.1037524],20.0000,6.0000,[133.2991    -64.68259     5.5051045],20.0000,0.0000,[110.21811  -82.595924   4.151749],20.0000,4.0000,[136.29518   37.61976    6.107319],20.0000,4.0000
171,[113.55883   81.90204    5.530155],20.0000,6.0000,[111.30673    46.891594    3.2805905],20.0000,6.0000,[134.05295   -65.47275     5.2114882],20.0000,0.0000,[109.96772   -83.12208     4.1543436],20.0000,4.0000,[136.86343   37.509663   6.106663],20.0000,4.0000
172,[114.50039   81.31043    5.660174],20.0000,0.0000,[110.20029    46.92208     3.4574282],20.0000,6.0000,[134.616     -66.40901     4.7466455],20.0000,6.0000,[109.71227   -83.644875    4.1655073],20.0000,3.0000,[137.4317     37.399647    6.1060576],20.0000,4.0000
173,[115.46779   80.786156   5.432022],20.0000,6.0000,[109.10573    46.757446    3.6342638],20.0000,6.0000,[134.80084  -67.49487    4.805475],20.0000,6.0000,[109.458405 -84.167885   4.086272],20.0000,4.0000,[137.99997    37.28971     6.1054974],20.0000,4.0000
174,[116.30488   80.06835    5.578915],20.0000,0.0000,[108.057205  46.40283    3.811098],20.0000,6.0000,[135.00243  -68.57236    5.056199],20.0000,0.0000,[109.172905  -84.675644    4.0639625],20.0000,4.0000,[138.56824    37.179855    6.1049776],20.0000,4.0000
