step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3
758,[ 310.88647   -109.76708      5.5884666],20.0000,0.0000,[101.967155  -43.04441     5.1899934],20.0000,6.0000,[ 279.61694   -110.82109      5.5385013],20.0000,6.0000,[103.77435    24.786901    2.2985964],20.0000,6.0000,[8.0165955e+01 5.2101549e-02 3.2416008e+00],20.0000,6.0000,[ 90.48024   -54.726284    4.3201737],20.0000,4.0000,[85.47579  17.412735  2.220256],20.0000,4.0000,[ 297.22974   -126.63293      5.0510235],20.0000,4.0000
759,[ 311.75198   -110.43354      5.2620645],20.0000,6.0000,[102.45331  -44.021885   5.402409],20.0000,0.0000,[ 280.44516 -111.53309    5.62642],20.0000,0.0000,[103.09428    25.642933    2.4857755],20.0000,6.0000,[79.088356   -0.14161159  3.322259  ],20.0000,0.0000,[ 90.33252   -55.29149     4.2970576],20.0000,4.0000,[85.102104  17.855673   2.2259805],20.0000,4.0000,[ 297.4401    -127.17245      5.0533404],20.0000,4.0000
760,[ 312.41312   -111.30862      5.3481374],20.0000,6.0000,[103.10922   -44.895844    5.1063623],20.0000,6.0000,[ 281.32736   -112.17657      5.2956085],20.0000,6.0000,[102.29099   26.388922   2.725123],20.0000,0.0000,[78.02711    -0.40641022  3.0012794 ],20.0000,6.0000,[ 90.16737   -55.851185    4.3019114],20.0000,3.0000,[84.72822  18.298254  2.230539],20.0000,4.0000,[ 297.65036 -127.71194    5.05536],20.0000,4.0000
761,[ 313.11508  -112.1472      5.588052],20.0000,0.0000,[103.54167  -45.898186   5.187942],20.0000,0.0000,[ 282.0087   -113.03477     5.378534],20.0000,6.0000,[101.34414    26.946695    2.4156797],20.0000,6.0000,[76.92829    -0.38114434  3.0952542 ],20.0000,0.0000,[ 89.99909  -56.40913    4.224248],20.0000,4.0000,[84.35425   18.740622   2.2342641],20.0000,4.0000,[ 297.86057   -128.25142      5.0571356],20.0000,4.0000
762,[ 313.96545   -112.831825     5.3122797],20.0000,6.0000,[104.04963   -46.86439     4.8519044],20.0000,6.0000,[ 282.73026  -113.856       5.612981],20.0000,0.0000,[100.554214   27.701075    2.4642594],20.0000,0.0000,[75.83335   -0.4289103  2.7979105],20.0000,6.0000,[ 89.79556   -56.956333    4.2058744],20.0000,3.0000,[83.98026   19.182865   2.2373745],20.0000,5.0000,[ 298.07068  -128.7909      5.058709],20.0000,4.0000
763,[ 314.64185  -113.691635    5.407567],20.0000,0.0000,[104.27971  -47.934345   4.931635],20.0000,6.0000,[ 283.59467  -114.52271     5.333648],20.0000,6.0000,[99.725395  28.412237   2.1116567],20.0000,6.0000,[74.75676    -0.19766825  2.9074905 ],20.0000,6.0000,[ 89.580055 -57.498623   4.119913],20.0000,4.0000,[83.608635  19.62688    2.3317761],20.0000,5.0000,[ 298.2807   -129.33038     5.060112],20.0000,4.0000
764,[ 315.38477  -114.493385    5.087756],20.0000,6.0000,[104.56337   -48.98946     5.1588006],20.0000,0.0000,[ 284.28662  -115.36978     5.427615],20.0000,0.0000,[99.1268    29.326017   2.1829727],20.0000,6.0000,[ 7.3674591e+01 -2.9961063e-02  3.1752102e+00],20.0000,0.0000,[ 89.32631   -58.02547     4.1004853],20.0000,4.0000,[83.21354   20.049824   2.4592805],20.0000,5.0000,[ 298.49063   -129.86989      5.0613704],20.0000,4.0000
765,[ 315.8945    -115.465775     5.1785893],20.0000,6.0000,[105.03983   -49.97155     4.8743258],20.0000,6.0000,[ 285.04367  -116.15802     5.106357],20.0000,6.0000,[98.48402   30.20844    2.3976972],20.0000,6.0000,[72.58461    -0.09511478  2.9142652 ],20.0000,6.0000,[ 89.05711  -58.543594   4.108107],20.0000,3.0000,[82.78625   20.441717   2.5966136],20.0000,5.0000,[ 298.70047  -130.4094      5.062505],20.0000,4.0000
766,[ 316.45105   -116.40767      5.4252644],20.0000,0.0000,[105.27767   -51.03872     4.9664097],20.0000,6.0000,[ 285.5699    -117.121376     5.1962843],20.0000,6.0000,[97.70402  30.972815  2.655395],20.0000,6.0000,[71.50354     0.07481617  3.0145624 ],20.0000,6.0000,[ 88.78574   -59.05953     4.0323195],20.0000,3.0000,[82.32446   20.79638    2.7342298],20.0000,5.0000,[ 298.91025   -130.94893      5.0635324],20.0000,4.0000
767,[ 317.18216  -117.21854     5.153543],20.0000,6.0000,[105.58249   -52.087322    5.1930914],20.0000,0.0000,[ 286.1422    -118.05372      5.4418693],20.0000,0.0000,[96.783066  31.566324   2.9204266],20.0000,6.0000,[70.415436   0.17125    3.2486994],20.0000,0.0000,[ 88.48451   -59.56024     3.9232676],20.0000,4.0000,[81.82836   21.107458   2.8657954],20.0000,5.0000,[ 299.1199    -131.4885       5.0644665],20.0000,4.0000
768,[ 317.7165   -118.17335     5.250293],20.0000,6.0000,[106.080185  -53.058838    4.9054193],20.0000,6.0000,[ 286.88632   -118.85265      5.1695385],20.0000,6.0000,[95.75011   31.948109   3.1712053],20.0000,0.0000,[6.9330101e+01 5.4926474e-02 2.9651043e+00],20.0000,6.0000,[ 88.139565  -60.034252    3.8978546],20.0000,4.0000,[81.30086   21.368834   2.9875193],20.0000,5.0000,[ 299.32947  -132.02806     5.065319],20.0000,4.0000
769,[ 318.31085   -119.089806     5.4823523],20.0000,0.0000,[106.339005 -54.12046    4.995954],20.0000,6.0000,[ 287.43558   -119.79893      5.2660756],20.0000,0.0000,[94.654274 32.076298  2.842942],20.0000,6.0000,[68.24558     0.19093373  3.0571747 ],20.0000,6.0000,[ 87.77756   -60.493916    3.9066842],20.0000,4.0000,[80.747345 21.575983  3.098589],20.0000,4.0000,[ 299.53894   -132.56766      5.0660996],20.0000,4.0000
770,[ 319.06998   -119.87415      5.1979074],20.0000,6.0000,[106.665054 -55.1624     5.219086],20.0000,0.0000,[ 288.05936  -120.69661     4.947416],20.0000,0.0000,[93.6275    32.45094    2.8668025],20.0000,6.0000,[67.155685    0.25665814  3.2822793 ],20.0000,0.0000,[ 87.41096   -60.94773     3.9259999],20.0000,3.0000,[80.174416  21.723713   3.1089644],20.0000,5.0000,[ 299.74835  -133.10728     5.066817],20.0000,4.0000
771,[ 319.62903   -120.81336      5.2897286],20.0000,0.0000,[107.1807    -56.124615    4.9289603],20.0000,6.0000,[ 288.44638  -121.72634     4.488355],20.0000,0.0000,[92.59359   32.80633    3.0523026],20.0000,6.0000,[66.07322     0.11561557  2.993373  ],20.0000,6.0000,[ 87.046814 -61.402153   3.853592],20.0000,3.0000,[79.59948   21.84994    3.1734855],20.0000,5.0000,[ 299.95767  -133.64693     5.067477],20.0000,4.0000
772,[ 320.26166   -121.703995     4.9641013],20.0000,6.0000,[107.45761   -57.18135     5.0180917],20.0000,0.0000,[ 288.4309   -122.84235     4.031511],20.0000,0.0000,[91.51538   33.00412    3.2911901],20.0000,0.0000,[64.98673     0.23059349  3.0832243 ],20.0000,0.0000,[ 86.658    -61.837437   3.744234],20.0000,4.0000,[79.0176    21.938707   3.2651112],20.0000,5.0000,[ 300.1669    -134.1866       5.0680866],20.0000,4.0000
773,[ 320.63815   -122.73424      5.0507183],20.0000,0.0000,[107.81821   -58.21217     4.6887302],20.0000,6.0000,[ 287.9655    -123.87013      3.6450083],20.0000,6.0000,[90.41716  32.966583  2.981836],20.0000,6.0000,[63.894913    0.25793904  2.7547903 ],20.0000,6.0000,[ 86.23187   -62.23913     3.7170782],20.0000,4.0000,[78.42936   21.979412   3.3662853],20.0000,4.0000,[ 300.37607   -134.7263       5.0686507],20.0000,4.0000
774,[ 321.08127  -123.73548     4.740914],20.0000,6.0000,[107.892235  -59.305782    4.7726693],20.0000,6.0000,[ 287.13882   -124.63172      3.8750494],20.0000,6.0000,[89.34579   33.179234   3.0307057],20.0000,6.0000,[62.84549    0.575148   2.8393874],20.0000,0.0000,[ 85.79163   -62.623924    3.7237751],20.0000,4.0000,[77.83932   21.963512   3.3765104],20.0000,5.0000,[ 300.58514  -135.266       5.069174],20.0000,4.0000
775,[ 321.25076  -124.82264     4.842655],20.0000,6.0000,[108.020294 -60.39159    5.008998],20.0000,0.0000,[ 286.4083    -125.45162      4.2832303],20.0000,6.0000,[88.26673  33.352055  3.228815],20.0000,6.0000,[61.779076   0.8219809  2.5263145],20.0000,6.0000,[ 85.34767   -63.002068    3.7413185],20.0000,3.0000,[77.25262   21.928455   3.4442828],20.0000,5.0000,[ 300.79416 -135.80576    5.06966],20.0000,4.0000
776,[ 321.47723 -125.89385    5.10386],20.0000,0.0000,[108.354744 -61.430767   4.730919],20.0000,6.0000,[ 285.95105   -126.442795     4.6209803],20.0000,6.0000,[87.17097   33.352642   3.4736598],20.0000,6.0000,[60.809082  1.340783  2.625924],20.0000,0.0000,[ 84.9057    -63.381054    3.6677177],20.0000,3.0000,[76.669075  21.855528   3.5391324],20.0000,4.0000,[ 301.00308   -136.34552      5.0701127],20.0000,4.0000
777,[ 321.91977  -126.892075    4.840191],20.0000,6.0000,[108.44585   -62.52082     4.8253527],20.0000,0.0000,[ 285.76602   -127.521965     4.9089847],20.0000,0.0000,[86.09268   33.131252   3.7184026],20.0000,0.0000,[59.809063   1.7901161  2.3345952],20.0000,6.0000,[ 84.44284  -63.736473   3.55767 ],20.0000,4.0000,[76.09348   21.731434   3.5508995],20.0000,5.0000,[ 301.21198  -136.8853      5.070535],20.0000,4.0000
778,[ 322.13672  -127.96472     4.939726],20.0000,6.0000,[108.6241    -63.599155    4.5046353],20.0000,6.0000,[ 285.85464  -128.61731     4.618312],20.0000,6.0000,[85.09224   32.667366   3.3905966],20.0000,6.0000,[58.948364   2.477218   2.4472106],20.0000,0.0000,[ 83.94947   -64.05186     3.5301006],20.0000,4.0000,[75.523796  21.590431   3.6226184],20.0000,4.0000,[ 301.42078   -137.4251       5.0709295],20.0000,4.0000
779,[ 322.42432  -129.01857     5.173726],20.0000,0.0000,[108.51321   -64.69132     4.5949097],20.0000,6.0000,[ 285.7076    -129.69984      4.6717796],20.0000,6.0000,[84.021095  32.45051    3.4170635],20.0000,0.0000,[58.041805   3.0943458  2.1662085],20.0000,6.0000,[ 83.44531   -64.34795     3.5365262],20.0000,4.0000,[74.9652    21.409866   3.6291497],20.0000,5.0000,[ 301.62952   -137.96492      5.0712986],20.0000,4.0000
780,[ 322.91028   -129.99597      4.8901906],20.0000,6.0000,[108.457985 -65.78393    4.840924],20.0000,0.0000,[ 285.60553   -130.78815      4.8706255],20.0000,0.0000,[82.959175 32.194386  3.053485],20.0000,6.0000,[57.308327   3.9159045  2.2829733],20.0000,0.0000,[ 82.93869   -64.63677     3.5539062],20.0000,3.0000,[74.412224  21.217312   3.7030053],20.0000,5.0000,[ 301.8382   -138.50478     5.071645],20.0000,4.0000
781,[ 323.1594   -131.06026     4.982297],20.0000,6.0000,[108.62018   -66.8636      4.5688357],20.0000,6.0000,[ 285.69556   -131.87915      4.5638604],20.0000,6.0000,[81.86842   32.251637   3.1207893],20.0000,6.0000,[56.51551    4.6735053  2.0034945],20.0000,6.0000,[ 82.43383   -64.92675     3.4802198],20.0000,4.0000,[73.87154   20.989937   3.8052099],20.0000,4.0000,[ 302.04684  -139.04463     5.071969],20.0000,4.0000
782,[ 323.47623   -132.10515      5.2075152],20.0000,0.0000,[108.53856   -67.9547      4.6654577],20.0000,0.0000,[ 285.5252    -132.95735      4.6328573],20.0000,6.0000,[80.776764  32.25779    3.3333886],20.0000,6.0000,[55.92572   5.603452  2.120288],20.0000,0.0000,[ 81.91185   -65.18685     3.4618928],20.0000,4.0000,[73.35197   20.71484    3.8230684],20.0000,5.0000,[ 302.2554   -139.58452     5.072274],20.0000,4.0000
783,[ 323.98444   -133.07126      4.9186907],20.0000,6.0000,[108.54591  -69.0478     4.346866],20.0000,6.0000,[ 285.4102    -134.0432       4.8417296],20.0000,6.0000,[79.698364 32.085052  3.590204],20.0000,0.0000,[55.26662    6.479796   1.8402356],20.0000,6.0000,[ 81.38385   -65.43333     3.4662142],20.0000,3.0000,[72.84275   20.423918   3.8992531],20.0000,5.0000,[ 302.46393  -140.12442     5.072561],20.0000,4.0000
784,[ 324.254     -134.13004      5.0085897],20.0000,6.0000,[108.266716 -70.10971    4.438393],20.0000,0.0000,[ 285.47415  -135.13564     5.093987],20.0000,6.0000,[78.68104   31.681818   3.3041728],20.0000,6.0000,[54.83614    7.493326   1.9566119],20.0000,6.0000,[ 80.85534   -65.67739     3.3862934],20.0000,4.0000,[72.35333  20.099108  4.000093],20.0000,5.0000,[ 302.6724   -140.66435     5.072831],20.0000,4.0000
785,[ 324.59055   -135.16858      5.2307734],20.0000,0.0000,[108.060135 -71.18549    4.135275],20.0000,6.0000,[ 285.76038   -136.19693      5.3473096],20.0000,0.0000,[77.60222   31.515238   3.3803244],20.0000,6.0000,[54.345276   8.472109   2.2267756],20.0000,0.0000,[ 80.311455 -65.88817    3.365614],20.0000,4.0000,[71.89201   19.732801   4.1072836],20.0000,5.0000,[ 302.8808   -141.20428     5.073086],20.0000,4.0000
786,[ 325.1154    -136.12585      4.9400454],20.0000,6.0000,[107.58341  -72.17763    4.241025],20.0000,0.0000,[ 286.28665  -137.16501     5.028619],20.0000,6.0000,[76.534256  31.287395   3.5916555],20.0000,0.0000,[53.658287   9.320783   1.9659477],20.0000,6.0000,[ 79.76245 -66.08382   3.36928],20.0000,3.0000,[71.46576   19.323929   4.2126856],20.0000,5.0000,[ 303.08917  -141.74423     5.073326],20.0000,5.0000
787,[ 325.4021    -137.17989      5.0287585],20.0000,6.0000,[107.18084  -73.1976     3.954982],20.0000,6.0000,[ 286.5763   -138.21873     5.061365],20.0000,6.0000,[75.524124  30.868996   3.2936933],20.0000,6.0000,[53.16749   10.298771   2.0660524],20.0000,6.0000,[ 79.213036  -66.276596    3.2894123],20.0000,4.0000,[71.08007   18.875113   4.3137503],20.0000,5.0000,[ 303.2947   -142.28526     5.165312],20.0000,5.0000
788,[ 325.75516   -138.21286      5.2494273],20.0000,0.0000,[106.53751   -74.09155     4.0698786],20.0000,0.0000,[ 286.8929    -139.26509      5.2510004],20.0000,6.0000,[74.44592   30.698755   3.3715522],20.0000,6.0000,[52.612667 11.239694  2.299609],20.0000,6.0000,[ 78.651436  -66.434616    3.2690232],20.0000,4.0000,[70.73895   18.390797   4.4107175],20.0000,5.0000,[ 303.52957  -142.81462     5.290896],20.0000,5.0000
789,[ 326.29446  -139.16214     4.957782],20.0000,6.0000,[105.967995  -75.028725    3.7898877],20.0000,6.0000,[ 287.3663   -140.2538      5.491445],20.0000,0.0000,[73.37924   30.466448   3.5841138],20.0000,6.0000,[51.899963  12.066683   2.5661569],20.0000,0.0000,[ 78.086205  -66.577034    3.2730522],20.0000,3.0000,[70.44526  17.876066  4.504854],20.0000,5.0000,[ 303.8055   -143.32564     5.426501],20.0000,4.0000
790,[ 326.59662   -140.21175      5.0457706],20.0000,6.0000,[105.18608   -75.80424     3.9067912],20.0000,0.0000,[ 288.04297  -141.11966     5.182554],20.0000,6.0000,[72.363815  30.060259   3.8387163],20.0000,0.0000,[51.01952   12.7151575  2.2849176],20.0000,6.0000,[ 77.52087   -66.71657     3.1935048],20.0000,4.0000,[70.20109 17.33604  4.59746],20.0000,4.0000,[ 304.12973  -143.81049     5.469324],20.0000,4.0000
791,[ 326.96463   -141.23946      5.2655897],20.0000,0.0000,[104.47134   -76.63586     3.6270943],20.0000,6.0000,[ 288.50195   -142.11082      5.2313776],20.0000,6.0000,[71.45983   29.439592   3.5450306],20.0000,6.0000,[50.305443  13.540738   2.3664708],20.0000,0.0000,[ 76.94673   -66.82037     3.1733441],20.0000,4.0000,[70.01106   16.775385   4.5976987],20.0000,4.0000,[ 304.47403   -144.2814       5.4739676],20.0000,5.0000
792,[ 327.51718   -142.18114      4.9734497],20.0000,6.0000,[103.57373   -77.27375     3.7436965],20.0000,0.0000,[ 288.99768   -143.08475      5.4294133],20.0000,0.0000,[70.44482   29.037052   3.6086903],20.0000,6.0000,[49.529697  14.308681   2.0295596],20.0000,6.0000,[ 76.37048   -66.90833     3.1775484],20.0000,4.0000,[69.84202  16.212282  4.565828],20.0000,5.0000,[ 304.82355  -144.74782     5.555835],20.0000,5.0000
793,[ 327.8338   -143.22638     5.060986],20.0000,6.0000,[102.73322   -77.97796     3.4634726],20.0000,6.0000,[ 289.65585  -143.95906     5.123622],20.0000,6.0000,[69.4498    28.58598    3.8138502],20.0000,6.0000,[48.98806   15.258596   2.1082954],20.0000,0.0000,[ 75.79432   -66.99048     3.1898835],20.0000,3.0000,[69.67343  15.652148  4.622634],20.0000,5.0000,[ 305.20184   -145.19325      5.6672826],20.0000,5.0000
794,[ 328.21585   -144.24895      5.2803054],20.0000,0.0000,[101.743645  -78.46097     3.5797749],20.0000,0.0000,[ 290.08704   -144.96185      5.1944966],20.0000,6.0000,[68.5387   27.977886  4.062243],20.0000,0.0000,[48.382717  16.168528   1.7803109],20.0000,6.0000,[ 75.21895  -67.07429    3.111416],20.0000,4.0000,[69.53313   15.083688   4.7201447],20.0000,4.0000,[ 305.61804  -145.60703     5.785087],20.0000,4.0000
795,[ 328.78098  -145.18318     4.987882],20.0000,6.0000,[100.79947   -79.01855     3.2993548],20.0000,6.0000,[ 290.5704   -145.94089     5.404204],20.0000,0.0000,[67.78096  27.182789  3.759084],20.0000,6.0000,[48.040863  17.211794   1.8685315],20.0000,0.0000,[ 74.63845   -67.12352     3.0895617],20.0000,4.0000,[69.44032   14.504202   4.7388525],20.0000,4.0000,[ 306.0748    -145.97853      5.8074317],20.0000,5.0000
796,[ 329.11145  -146.22408     5.075135],20.0000,6.0000,[ 99.74428   -79.33341     3.4155931],20.0000,0.0000,[ 291.22263  -146.81804     5.106504],20.0000,0.0000,[66.868996 26.581743  3.811982],20.0000,6.0000,[47.632748  18.22835    1.5635557],20.0000,0.0000,[ 74.057144  -67.15747     3.0910687],20.0000,4.0000,[69.368126 13.92334   4.726017],20.0000,5.0000,[ 306.54382   -146.33183      5.8832793],20.0000,5.0000
797,[ 329.50696  -147.2415      5.294152],20.0000,0.0000,[ 98.72167  -79.729195   3.135165],20.0000,6.0000,[ 291.66678   -147.8155       4.6353703],20.0000,0.0000,[65.9815   25.944162  4.011821],20.0000,6.0000,[47.48076   19.321032   1.1181993],20.0000,0.0000,[ 73.476234  -67.18559     3.1008368],20.0000,3.0000,[69.29918   13.343598   4.7963314],20.0000,4.0000,[ 307.03656   -146.65262      5.9822803],20.0000,5.0000
798,[ 330.08423   -148.16832      5.0015607],20.0000,6.0000,[ 97.62921   -79.86738     3.2514136],20.0000,0.0000,[ 291.73248   -148.91537      4.1393557],20.0000,0.0000,[65.20445   25.171568   4.2572966],20.0000,6.0000,[47.738842   20.409298    0.67747283],20.0000,0.0000,[ 72.895805 -67.2151     3.020392],20.0000,4.0000,[69.26581   12.759996   4.8095884],20.0000,5.0000,[ 307.55618   -146.9309       6.0875177],20.0000,5.0000
799,[ 330.42816   -149.20482      5.0886354],20.0000,6.0000,[ 96.555664 -80.09071    2.971003],20.0000,6.0000,[ 291.3525    -149.96927      3.6842344],20.0000,6.0000,[64.596825  24.253672   4.5022364],20.0000,6.0000,[48.41034   21.316006   0.3039602],20.0000,6.0000,[ 72.31347   -67.20942     2.9972026],20.0000,4.0000,[69.2445    12.176426   4.8918896],20.0000,4.0000,[ 308.10074   -147.16016      6.1913714],20.0000,5.0000
800,[ 330.83676   -150.21704      5.3074665],20.0000,6.0000,[ 95.45531   -80.04851     3.0872614],20.0000,6.0000,[ 290.55984   -150.76855      3.8667905],20.0000,6.0000,[64.19826  23.222578  4.724978],20.0000,6.0000,[49.372574  21.895456   0.5368972],20.0000,0.0000,[ 71.73171  -67.188286   2.997676],20.0000,4.0000,[69.26371  11.591712  4.909047],20.0000,4.0000,[ 3.0866571e+02 -1.4733656e+02  8.2426425e-03],20.0000,5.0000
801,[ 331.4111   -151.14641     5.565326],20.0000,0.0000,[ 94.360664  -80.07561     3.3574092],20.0000,0.0000,[ 289.83194   -151.59296      4.2671585],20.0000,6.0000,[64.022804 22.12873   4.921376],20.0000,6.0000,[50.24102    22.57056     0.39184463],20.0000,0.0000,[ 71.15084   -67.1612      3.0066836],20.0000,4.0000,[69.30009  11.008836  4.899955],20.0000,4.0000,[ 3.0924548e+02 -1.4745822e+02  1.0467471e-01],20.0000,5.0000
802,[ 332.17642   -151.92947      5.2778854],20.0000,6.0000,[ 93.30018   -80.33555     3.0965972],20.0000,6.0000,[ 289.3692    -152.5816       4.6108823],20.0000,6.0000,[64.0623    21.021275   5.0998793],20.0000,6.0000,[5.1191288e+01 2.3129116e+01 1.1532162e-02],20.0000,6.0000,[ 70.57069   -67.13246     3.0174842],20.0000,4.0000,[69.34187  10.427687  4.883108],20.0000,4.0000,[ 3.0983435e+02 -1.4752448e+02  1.9860090e-01],20.0000,5.0000
803,[ 332.74744   -152.85991      5.3506074],20.0000,6.0000,[ 92.20629   -80.36291     3.1967115],20.0000,6.0000,[ 289.18268  -153.6598      4.900949],20.0000,6.0000,[64.30067   19.939596   5.2716317],20.0000,6.0000,[52.280415   23.345867    0.12980807],20.0000,0.0000,[ 69.99103   -67.10375     3.0274312],20.0000,3.0000,[69.38406    9.847674   4.8664856],20.0000,5.0000,[ 3.1042691e+02 -1.4753534e+02  2.9117265e-01],20.0000,5.0000
804,[ 333.36862   -153.75822      5.5602684],20.0000,0.0000,[ 91.11865   -80.46399     3.4302838],20.0000,0.0000,[ 289.25177   -154.75789      5.1644826],20.0000,6.0000,[64.723114 18.916271  5.44362 ],20.0000,6.0000,[53.344997 23.623415  6.17412 ],20.0000,6.0000,[ 69.411385  -67.07853     2.9440439],20.0000,4.0000,[69.42212    9.267898   4.9443793],20.0000,4.0000,[ 311.01785   -147.49121      0.3832075],20.0000,5.0000
805,[ 334.14288  -154.53053     5.261038],20.0000,6.0000,[ 90.071915  -80.773544    3.1462896],20.0000,6.0000,[ 289.56995   -155.81682      5.3946013],20.0000,6.0000,[65.31572  17.98148   5.618016],20.0000,6.0000,[5.4447277e+01 2.3661804e+01 3.4160908e-02],20.0000,0.0000,[ 68.83313   -67.018715    2.9173799],20.0000,4.0000,[69.49414    8.690231   4.9670615],20.0000,4.0000,[ 311.60217    -147.39273       0.47515368],20.0000,5.0000
806,[ 334.7137    -155.46092      5.3373313],20.0000,6.0000,[ 88.98063  -80.834435   3.238211],20.0000,6.0000,[ 290.1092   -156.78508     5.591906],20.0000,6.0000,[66.06179   17.164005   5.7943687],20.0000,0.0000,[55.534565  23.805264   6.0540338],20.0000,6.0000,[ 68.25659   -66.94385     2.9140863],20.0000,4.0000,[69.5809     8.11478    4.9669323],20.0000,4.0000,[ 312.17487    -147.24084       0.56719196],20.0000,5.0000
807,[ 335.33646 -156.35762    5.54921],20.0000,6.0000,[ 87.89666   -80.96542     3.4630804],20.0000,0.0000,[ 290.82727   -157.6295       5.7686543],20.0000,6.0000,[66.94797   16.505644   5.4210467],20.0000,6.0000,[56.62993   23.695984   6.1755385],20.0000,0.0000,[ 67.68129   -66.86287     2.9197729],20.0000,4.0000,[69.67332    7.5408087  4.9585166],20.0000,4.0000,[ 312.73114   -147.03688      0.6593548],20.0000,5.0000
808,[ 336.10004   -157.1408       5.8033657],20.0000,0.0000,[ 86.85704   -81.298355    3.1740212],20.0000,6.0000,[ 291.6847    -158.33081      5.9386234],20.0000,6.0000,[67.62309   15.646659   5.4310355],20.0000,6.0000,[57.72605  23.679482  5.895335],20.0000,6.0000,[ 67.10673  -66.77985    2.928006],20.0000,3.0000,[69.76733   6.967692  4.948278],20.0000,4.0000,[ 313.26627    -146.78256       0.75161415],20.0000,5.0000
809,[ 337.01926  -157.73895     5.508903],20.0000,6.0000,[ 85.76756  -81.38004    3.263787],20.0000,0.0000,[ 292.64972   -158.87335      6.1097035],20.0000,6.0000,[68.30361   14.791708   5.6133094],20.0000,0.0000,[58.790596  23.398993   6.0104127],20.0000,0.0000,[ 66.531975  -66.69937     2.8443604],20.0000,4.0000,[69.861305  6.395049  4.938774],20.0000,4.0000,[ 313.77567 -146.48       0.84393],20.0000,5.0000
810,[ 337.77914 -158.52312    5.57157],20.0000,6.0000,[ 84.688545  -81.548874    2.9352374],20.0000,6.0000,[ 2.9369333e+02 -1.5924188e+02  7.3492457e-04],20.0000,6.0000,[69.1139    14.056676   5.3032455],20.0000,6.0000,[59.869583  23.204277   5.7283006],20.0000,6.0000,[ 65.96196   -66.58421     2.8180091],20.0000,4.0000,[69.95479    5.82268    4.9307256],20.0000,4.0000,[ 314.255    -146.13177     0.936271],20.0000,5.0000
811,[ 338.5757   -159.27086     5.776233],20.0000,6.0000,[ 83.59929  -81.42489    3.019752],20.0000,6.0000,[ 2.9478500e+02 -1.5942361e+02  1.7723504e-01],20.0000,6.0000,[69.72169  13.149991  5.374845],20.0000,6.0000,[60.87363   22.752241   5.8436356],20.0000,0.0000,[ 65.39518  -66.454056   2.815298],20.0000,4.0000,[70.04776    5.2504845  4.9241247],20.0000,4.0000,[ 314.7002    -145.74084      1.0286186],20.0000,4.0000
812,[ 339.48523 -159.88138    6.02433],20.0000,6.0000,[ 82.50808   -81.355484    3.2570887],20.0000,0.0000,[ 295.8917     -159.41118       0.35465008],20.0000,6.0000,[70.37673  12.276587  5.584993],20.0000,0.0000,[61.90579   22.382103   5.5626545],20.0000,6.0000,[ 64.83026   -66.317924    2.8215883],20.0000,4.0000,[70.14033   4.678414  4.918739],20.0000,4.0000,[ 315.1049    -145.30899      1.0292056],20.0000,4.0000
813,[ 340.50458  -160.29619     6.271439],20.0000,6.0000,[ 81.42575   -81.49811     2.9796689],20.0000,6.0000,[ 296.97897   -159.204        0.5320938],20.0000,6.0000,[71.178894 11.534412  5.287981],20.0000,6.0000,[62.821903 21.771093  5.678737],20.0000,0.0000,[ 64.266304  -66.179886    2.8303304],20.0000,4.0000,[70.23262    4.106441   4.9143143],20.0000,4.0000,[ 315.4916    -144.86623      0.9977861],20.0000,4.0000
814,[ 3.4159399e+02 -1.6048274e+02  2.1284984e-01],20.0000,6.0000,[ 80.33695  -81.3927     3.074347],20.0000,6.0000,[ 298.01273   -158.80836      0.7092584],20.0000,6.0000,[71.78379   10.625705   5.3687263],20.0000,6.0000,[63.7794   21.236683  5.398323],20.0000,6.0000,[ 63.70283  -66.0416     2.838829],20.0000,3.0000,[70.32475    3.5345502  4.9106345],20.0000,4.0000,[ 315.8741     -144.42427       0.96316344],20.0000,4.0000
815,[ 342.70087   -160.437        0.4104195],20.0000,6.0000,[ 79.2453   -81.35744    3.304452],20.0000,0.0000,[ 298.9606     -158.23677       0.88617367],20.0000,6.0000,[72.441895  9.754794  5.582803],20.0000,6.0000,[64.583206  20.484024   5.5146217],20.0000,6.0000,[ 63.138714 -65.90648    2.754455],20.0000,4.0000,[70.4168     2.962731   4.9075327],20.0000,3.0000,[ 316.2579     -143.98622       0.93527806],20.0000,4.0000
816,[ 343.7781    -160.17691      0.5893462],20.0000,6.0000,[ 78.16772   -81.53156     3.0189226],20.0000,6.0000,[ 299.79306   -157.50726      1.0629677],20.0000,6.0000,[73.23676    9.004146   5.8383703],20.0000,0.0000,[65.428085 19.787498  5.784825],20.0000,0.0000,[ 62.582596  -65.73752     2.7271397],20.0000,4.0000,[70.51174   2.391551  4.813126],20.0000,3.0000,[ 316.64392   -143.55182      0.9150476],20.0000,4.0000
