step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5,pos_blue6,health_blue6,action_blue6,pos_blue7,health_blue7,action_blue7,pos_blue8,health_blue8,action_blue8,pos_blue9,health_blue9,action_blue9,pos_blue10,health_blue10,action_blue10,pos_blue11,health_blue11,action_blue11,pos_blue12,health_blue12,action_blue12,pos_blue13,health_blue13,action_blue13,pos_blue14,health_blue14,action_blue14,pos_blue15,health_blue15,action_blue15,pos_blue16,health_blue16,action_blue16,pos_blue17,health_blue17,action_blue17,pos_blue18,health_blue18,action_blue18,pos_blue19,health_blue19,action_blue19,pos_blue20,health_blue20,action_blue20
834,[ 228.74176   -205.16695      1.4458896],20.0000,6.0000,[-9.572079  -1.5589864  1.2773615],20.0000,6.0000,[ 257.39685   -222.91435      1.6800365],20.0000,6.0000,[63.52718    10.200275    0.37596098],20.0000,0.0000,[265.4347    18.963682   5.881119],20.0000,6.0000,[ 2.6231982e+02 -7.0720093e+01  1.2977178e-02],20.0000,6.0000,[ 241.5069    -156.88318      1.8044827],20.0000,6.0000,[ 240.03279  -114.979355    6.009143],20.0000,6.0000,[125.2585   153.92052    5.523835],20.0000,0.0000,[ 2.5593222e+02 -3.3281303e+01  6.3657679e-02],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 104.80524    -222.34988       0.61834115],20.0000,5.0000,[  57.156525  -174.42209      1.1471841],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[76.16949   -3.3842735  5.8583336],20.0000,4.0000,[12.448524   7.7023087  0.7217111],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  35.364277  -160.00003      5.3888855],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.54361  137.40169    4.756469],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
835,[ 229.0598    -204.10675      1.6227235],20.0000,6.0000,[-9.395351   -0.47209236  1.393622  ],20.0000,0.0000,[ 257.46027   -221.80931      1.8568704],20.0000,6.0000,[64.53408    10.622361    0.10468873],20.0000,6.0000,[266.37146   18.377232   6.10678 ],20.0000,6.0000,[ 2.6341367e+02 -7.0889397e+01  1.8981107e-01],20.0000,6.0000,[ 241.43263   -155.7788       1.9813166],20.0000,6.0000,[ 241.03395   -115.45139      6.1859765],20.0000,6.0000,[126.109146 153.23116    5.214023],20.0000,6.0000,[ 2.5703323e+02 -3.3394981e+01  2.4049157e-01],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 105.35722   -222.12741      0.6786884],20.0000,5.0000,[  57.395023  -173.89476      1.1471573],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[76.72573   -3.5588436  5.863244 ],20.0000,3.0000,[12.839899   8.133617   0.6989095],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  35.715553  -160.4602       5.3875237],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.65109   136.82712     4.7419887],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
836,[ 229.18639   -203.00714      1.7995573],20.0000,6.0000,[-9.305669   0.6207621  1.1132183],20.0000,6.0000,[ 257.32828   -220.71034      2.0337043],20.0000,6.0000,[65.61177    10.811528    0.20157294],20.0000,0.0000,[2.674129e+02 1.799963e+01 2.190223e-02],20.0000,6.0000,[264.52023    -70.86365      0.36664495],20.0000,6.0000,[ 241.16525   -154.70471      2.1581504],20.0000,6.0000,[ 2.4210254e+02 -1.1573996e+02  7.9625145e-02],20.0000,6.0000,[126.7554   152.34065    5.315758],20.0000,0.0000,[258.1371     -33.313206     0.41732544],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 105.88812  -221.86378     0.753579],20.0000,5.0000,[  57.633514  -173.36743      1.1471316],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[77.28057   -3.7357256  5.7842712],20.0000,4.0000,[13.24237    8.554268   0.6996477],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  36.066887  -160.9203       5.3863006],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.74617  136.25093    4.659179],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
837,[ 229.11757   -201.90242      1.9763912],20.0000,6.0000,[-8.95371    1.6641679  1.2294788],20.0000,0.0000,[ 257.005     -219.65172      2.2105381],20.0000,6.0000,[66.669464  11.087609   6.1663227],20.0000,6.0000,[2.6850839e+02 1.7832138e+01 2.0113383e-01],20.0000,6.0000,[265.605      -70.64363      0.54347885],20.0000,6.0000,[ 240.7131    -153.69441      2.3349843],20.0000,6.0000,[ 243.20523    -115.836044      0.25645903],20.0000,6.0000,[127.459755  151.5004      5.0264063],20.0000,6.0000,[259.20932    -33.03852      0.59415936],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 106.39502    -221.5582        0.83921266],20.0000,5.0000,[  57.871998  -172.8401       1.1471068],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[77.82425   -3.947533   5.7644377],20.0000,3.0000,[13.648644  8.970326  0.708835],20.0000,3.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  36.418285  -161.38033      5.3851967],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.80098   135.66844     4.6418896],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
838,[ 228.85548   -200.82703      2.1532252],20.0000,6.0000,[-8.686651    2.727678    0.94907457],20.0000,6.0000,[ 256.50058  -218.66649     2.387372],20.0000,6.0000,[67.76743   11.078383   6.2579126],20.0000,0.0000,[269.61557     17.86563      0.37286806],20.0000,6.0000,[266.6342    -70.23622     0.7203127],20.0000,6.0000,[ 240.09027   -152.7794       2.5118182],20.0000,6.0000,[ 244.30763    -115.73666       0.43329293],20.0000,6.0000,[127.93634  150.5075     5.139927],20.0000,6.0000,[260.21652    -32.579502     0.77099323],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 106.87353    -221.21002       0.93062913],20.0000,5.0000,[  58.110477  -172.31277      1.1470829],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[78.36292   -4.1712976  5.6770883],20.0000,4.0000,[14.053715  9.387027  0.627991],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  36.76975  -161.84029     5.384196],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.83843   135.08562     4.6510077],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
839,[ 228.40831  -199.81451     2.330059],20.0000,6.0000,[-8.168922   3.6995459  1.0653346],20.0000,0.0000,[ 255.83067  -217.78535     2.564206],20.0000,6.0000,[68.86096   11.143005   5.9548388],20.0000,6.0000,[270.69952     18.09097      0.54460245],20.0000,6.0000,[267.57562   -69.65413     0.8971466],20.0000,6.0000,[ 239.3162   -151.98824     2.688652],20.0000,6.0000,[ 245.37535   -115.444885     0.6101268],20.0000,6.0000,[128.46901   149.55069     5.4099317],20.0000,0.0000,[261.12726   -31.950457    0.9478271],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 107.318924  -220.82013      1.0243063],20.0000,5.0000,[  58.348946 -171.78545     1.14706 ],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[78.88557  -4.433204  5.656609],20.0000,4.0000,[14.484194   9.779184   0.6045517],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  37.121273  -162.30017      5.3832846],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.87323   134.50363     4.5761685],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
840,[ 227.79     -198.89645     2.506893],20.0000,6.0000,[-7.731668    4.7051215   0.78492993],20.0000,6.0000,[ 255.01624   -217.0358       2.7410398],20.0000,6.0000,[69.93993   10.925229   6.0606074],20.0000,6.0000,[271.72806     18.49981      0.71879077],20.0000,6.0000,[268.4       -68.91549     1.0739805],20.0000,6.0000,[ 238.415    -151.34557     2.865486],20.0000,6.0000,[ 246.37509   -114.96984      0.7869607],20.0000,6.0000,[129.1916    148.73207     5.1496453],20.0000,6.0000,[261.91315  -31.17101    1.124661],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 107.726814  -220.39082      1.1183419],20.0000,4.0000,[  58.58741   -171.2581       1.1470379],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[79.39925   -4.7105846  5.6634216],20.0000,3.0000,[14.924802   10.159617    0.60484093],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  37.472866  -162.76001      5.3824525],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.871895 133.91966    4.559385],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
841,[ 227.01982   -198.10147      2.6837268],20.0000,6.0000,[-7.0620856  5.5793247  0.9011898],20.0000,6.0000,[ 254.08263   -216.44121      2.9178736],20.0000,6.0000,[7.1023689e+01 1.0768805e+01 4.1939285e-02],20.0000,0.0000,[272.6699     19.081062    0.8950514],20.0000,6.0000,[269.08157   -68.04336     1.2508144],20.0000,6.0000,[ 237.41481   -150.87146      3.0423198],20.0000,6.0000,[ 247.27568   -114.32633      0.9637946],20.0000,6.0000,[129.72403   147.77603     5.2500525],20.0000,0.0000,[262.54968   -30.265469    1.3014948],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 108.09065   -219.92418      1.1202142],20.0000,4.0000,[  58.82587   -170.73076      1.1470165],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[79.91066   -4.990263   5.5870805],20.0000,4.0000,[15.368832  10.535068   0.6137168],20.0000,3.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  37.824524 -163.21977     5.38169 ],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.85802   133.33621     4.4743757],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
842,[ 226.1218    -197.45438      2.8605607],20.0000,6.0000,[-6.452407   6.4888644  1.171337 ],20.0000,0.0000,[ 253.05899   -216.02011      3.0947075],20.0000,6.0000,[72.11309  10.842891  6.062843],20.0000,6.0000,[273.49536    19.818321    1.0722704],20.0000,6.0000,[269.5991    -67.064926    1.4276483],20.0000,6.0000,[ 236.34682   -150.58069      3.2191536],20.0000,6.0000,[ 248.04903   -113.53444      1.1406285],20.0000,6.0000,[130.33417  146.86896    4.933478],20.0000,6.0000,[263.01697   -29.262077    1.4783288],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 108.435356  -219.44803      1.0895894],20.0000,4.0000,[  59.064323  -170.20341      1.1469961],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[80.40442   -5.3019524  5.569467 ],20.0000,4.0000,[15.811777  10.911228   0.5326709],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  38.176247 -163.67947     5.380989],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.803154  132.75398     4.4554534],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
843,[ 225.12396   -196.97534      3.0373945],20.0000,6.0000,[-6.0525827   7.504909    0.91052413],20.0000,6.0000,[ 251.97723   -215.78568      3.2715414],20.0000,6.0000,[73.195366 10.680714  6.162767],20.0000,6.0000,[274.17822    20.689394    1.2496251],20.0000,0.0000,[269.93643   -66.01072     1.6044822],20.0000,6.0000,[ 235.24432   -150.48233      3.3959877],20.0000,6.0000,[ 248.671     -112.61885      1.3174623],20.0000,6.0000,[130.68968  145.8301     5.025711],20.0000,6.0000,[263.30045   -28.19213     1.6551627],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 108.775795  -218.97289      1.0553432],20.0000,4.0000,[  59.30277   -169.67607      1.1469764],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[80.88903   -5.626426   5.5757327],20.0000,3.0000,[16.277702  11.260506   0.5091109],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  38.52803  -164.13913     5.380343],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.73092   132.17458     4.4633536],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
844,[ 224.05742   -196.67932      3.2142284],20.0000,6.0000,[-5.4435487  8.413987   1.0106384],20.0000,0.0000,[ 250.87111   -215.74518      3.4483755],20.0000,6.0000,[74.28411    10.591716    0.11365435],20.0000,0.0000,[274.67996     21.67284      0.87622637],20.0000,6.0000,[270.08304  -64.913605   1.781316],20.0000,6.0000,[ 234.14172   -150.57944      3.5728216],20.0000,6.0000,[ 249.12221   -111.60812      1.4942962],20.0000,6.0000,[131.0969  144.8146    5.27351],20.0000,0.0000,[263.39133   -27.088997    1.8319966],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 109.1177    -218.50142      1.0275887],20.0000,4.0000,[  59.54121   -169.14873      1.1469574],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[81.37168   -5.9525127  5.4977994],20.0000,4.0000,[16.752607  11.597132   0.5093149],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  38.879875  -164.59872      5.3797464],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.65597   131.59645     4.3877068],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
845,[ 222.95543   -196.57553      3.3910623],20.0000,6.0000,[-4.913432    9.369983    0.69365823],20.0000,6.0000,[ 249.7751    -215.89989      3.6252093],20.0000,6.0000,[75.36864  10.715366  6.113276],20.0000,6.0000,[275.41455     22.481594     0.88584054],20.0000,0.0000,[270.0344    -63.807804    1.9581499],20.0000,6.0000,[ 233.07341   -150.869        3.7496555],20.0000,6.0000,[ 249.3886    -110.53379      1.6711302],20.0000,6.0000,[131.69717   143.90265     5.0023007],20.0000,6.0000,[263.28668   -25.987085    2.0088305],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 109.46215   -218.03334      1.0073795],20.0000,4.0000,[  59.779644 -168.62138     1.146939],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[81.83386   -6.308803   5.4786386],20.0000,3.0000,[17.230455  11.92846    0.5181314],20.0000,3.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  39.23178  -165.05826     5.379194],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.54496   131.02316     4.3704705],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
846,[ 221.85236   -196.66722      3.5678961],20.0000,6.0000,[-4.149937   10.159048    0.78562325],20.0000,0.0000,[ 248.7234    -216.245        3.8020432],20.0000,6.0000,[76.45406   10.586701   6.2053657],20.0000,0.0000,[276.13065     23.30608      0.51736325],20.0000,6.0000,[269.79196   -62.72781     2.1349838],20.0000,6.0000,[ 232.0727    -151.34198      3.9264894],20.0000,6.0000,[ 249.46182  -109.429344    1.847964],20.0000,6.0000,[132.08162   142.87823     5.0992074],20.0000,0.0000,[262.98987   -24.92076     2.1856644],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 109.80868   -217.56769      0.9930647],20.0000,4.0000,[  60.018074  -168.09402      1.1469214],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[82.287926 -6.675046  5.391764],20.0000,4.0000,[17.707302   12.2605915   0.43704677],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  39.583744 -165.51775     5.378681],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.421616 130.45276    4.285193],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
847,[ 220.78262 -196.9515     3.74473],20.0000,6.0000,[-3.443305   10.996076    0.48255023],20.0000,6.0000,[ 247.74883  -216.76973     3.978877],20.0000,6.0000,[77.54577  10.546118  5.879976],20.0000,6.0000,[277.0554      23.888025     0.58546025],20.0000,0.0000,[269.3633    -61.707306    2.3118176],20.0000,6.0000,[ 231.17078  -151.98363     4.103323],20.0000,6.0000,[ 249.33961  -108.32925     2.024798],20.0000,6.0000,[132.5478    141.8895      4.7807894],20.0000,6.0000,[262.5101    -23.923279    2.3624983],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 110.15658  -217.10362     0.982813],20.0000,4.0000,[  60.2565    -167.56667      1.1469043],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[82.71592   -7.0733075  5.3715835],20.0000,4.0000,[18.20446   12.56376    0.4134635],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  39.935764  -165.97719      5.3782043],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.25818 129.89127   4.26613],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
