step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3
487,[ 277.5169   -114.78708     4.598793],20.0000,6.0000,[321.66568   -89.73306     4.9063344],20.0000,0.0000,[ 308.51175   -110.7665       4.7635818],20.0000,6.0000,[278.41     -79.33847    4.688029],20.0000,0.0000,[ 311.1899   -136.71275     5.096503],20.0000,6.0000,[ 339.4825   -209.01476     5.398474],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
488,[ 277.44028   -115.87697      4.6887307],20.0000,6.0000,[321.86487   -90.80634     4.6174955],20.0000,6.0000,[ 308.61493   -111.8542       4.8535194],20.0000,6.0000,[278.372     -80.42942     4.3991895],20.0000,6.0000,[ 311.6167    -137.71759      5.3187985],20.0000,0.0000,[ 339.86334  -209.45093     5.400613],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
489,[ 277.43356   -116.968666     4.9110184],20.0000,0.0000,[321.80862  -91.89748    4.707433],20.0000,6.0000,[ 308.7874   -112.93221     5.075807],20.0000,0.0000,[278.0808    -81.482475    4.4891276],20.0000,6.0000,[ 312.22397   -138.62483      5.0281463],20.0000,6.0000,[ 340.2441   -209.8871      5.402487],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
490,[ 277.63123   -118.04233      4.6203613],20.0000,6.0000,[321.82233  -92.98911    4.929721],20.0000,0.0000,[ 309.1585  -113.95891    4.78515],20.0000,6.0000,[277.85776   -82.55117     4.7114153],20.0000,0.0000,[ 312.60254   -139.64948      5.1169176],20.0000,6.0000,[ 340.62482  -210.3233      5.404143],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
491,[ 277.57242  -119.133095    4.709129],20.0000,6.0000,[322.04     -94.05889    4.639064],20.0000,6.0000,[ 309.27942   -115.04454      4.8739176],20.0000,6.0000,[277.8386    -83.64271     4.4207582],20.0000,6.0000,[ 313.0454    -140.64725      5.3376594],20.0000,0.0000,[ 341.00543   -210.75955      5.4056153],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
492,[ 277.58325   -120.224686     4.9298663],20.0000,0.0000,[322.00162   -95.150566    4.7278314],20.0000,6.0000,[ 309.46918  -116.11957     5.094655],20.0000,0.0000,[277.56467  -84.70015    4.509526],20.0000,6.0000,[ 313.6664   -141.54521     5.046057],20.0000,6.0000,[ 341.38596   -211.19582      5.4069333],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
493,[ 277.7972    -121.295296     4.6382613],20.0000,6.0000,[322.03287  -96.24177    4.948569],20.0000,0.0000,[ 309.85587 -117.14058    4.80305],20.0000,6.0000,[277.35886  -85.77222    4.730263],20.0000,0.0000,[ 314.0601    -142.56403      5.1340837],20.0000,6.0000,[ 341.76642  -211.63214     5.408119],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
494,[ 277.75452   -122.38668      4.7262855],20.0000,6.0000,[322.2668    -97.30818     4.6569643],20.0000,6.0000,[ 309.9928   -118.22418     4.891074],20.0000,6.0000,[277.3563    -86.86399     4.4386587],20.0000,6.0000,[ 314.51743   -143.5552       5.3539457],20.0000,0.0000,[ 342.1468    -212.06851      5.4091907],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
495,[ 277.78125  -123.477974    4.946145],20.0000,0.0000,[322.24454  -98.40018    4.744988],20.0000,6.0000,[ 310.1982   -119.296295    5.110934],20.0000,0.0000,[277.09805   -87.925255    4.5266824],20.0000,6.0000,[ 315.15103 -144.44438    5.06183],20.0000,6.0000,[ 342.52707  -212.50493     5.410164],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
496,[ 278.01025  -124.54552     4.654028],20.0000,6.0000,[322.2917    -99.490776    4.9648476],20.0000,0.0000,[ 310.5992    -120.31181      4.8188167],20.0000,6.0000,[276.90787  -89.000175   4.746542],20.0000,0.0000,[ 315.55878 -145.45757    5.14939],20.0000,6.0000,[ 342.9073    -212.9414       5.4110503],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
497,[ 277.98273   -125.63732      4.7415867],20.0000,6.0000,[ 322.54062   -100.55385      4.6727304],20.0000,6.0000,[ 310.75116   -121.39335      4.9063754],20.0000,6.0000,[276.92065  -90.09193    4.454425],20.0000,6.0000,[ 316.02966  -146.44238     5.368735],20.0000,0.0000,[ 343.2874   -213.37793     5.411861],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
498,[ 278.02444 -126.72812    4.96093],20.0000,6.0000,[ 322.5335   -101.64598     4.760289],20.0000,6.0000,[ 310.97125   -122.462524     5.1257186],20.0000,0.0000,[276.6772    -91.1566      4.5419836],20.0000,6.0000,[ 316.67517  -147.323       5.076326],20.0000,6.0000,[ 343.66748   -213.8145       5.4126043],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
499,[ 278.25046  -127.79691     5.219072],20.0000,0.0000,[ 322.5956    -102.73581      4.9796324],20.0000,0.0000,[ 311.38586   -123.4726       4.8333087],20.0000,6.0000,[276.5018   -92.23401    4.761327],20.0000,6.0000,[ 317.09637  -148.33063     5.163594],20.0000,6.0000,[ 344.0475   -214.25113     5.413288],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
500,[ 278.70575  -128.79263     4.932006],20.0000,6.0000,[ 322.8588    -103.79548      4.6872225],20.0000,6.0000,[ 311.55222   -124.55197      4.9205756],20.0000,6.0000,[276.5114   -93.3264     5.019469],20.0000,0.0000,[ 317.58023  -149.3091      5.382626],20.0000,0.0000,[ 344.4274   -214.68779     5.413919],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
501,[ 278.92834   -129.86136      5.0053005],20.0000,6.0000,[ 322.86624  -104.887566    4.77449 ],20.0000,6.0000,[ 311.7864   -125.61814     5.139607],20.0000,0.0000,[276.7602    -94.392624    4.7324033],20.0000,6.0000,[ 318.23718  -150.18126     5.090044],20.0000,6.0000,[ 344.80728  -215.12451     5.414502],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
502,[ 279.20944   -130.9167       5.2152376],20.0000,0.0000,[ 322.94275  -105.97647     4.993521],20.0000,0.0000,[ 312.21417   -126.62274      4.8470244],20.0000,6.0000,[276.76648  -95.484276   4.805698],20.0000,6.0000,[ 318.67142  -151.1833      5.177128],20.0000,6.0000,[ 345.18707   -215.56128      5.4150424],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
503,[ 279.67737   -131.9051       4.9161997],20.0000,6.0000,[ 323.21973  -107.032646    4.700938],20.0000,6.0000,[ 312.39453  -127.69984     4.934108],20.0000,6.0000,[276.83276   -96.574394    5.0156345],20.0000,0.0000,[ 319.1679    -152.15544      5.3959684],20.0000,0.0000,[ 345.5668   -215.99811     5.415544],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
504,[ 279.90048   -132.97362      4.9927106],20.0000,6.0000,[ 323.24136  -108.12452     4.788022],20.0000,6.0000,[ 312.6425   -128.76288     5.152948],20.0000,0.0000,[277.0954    -97.63595     4.7165966],20.0000,6.0000,[ 319.83597   -153.0191       5.1032815],20.0000,6.0000,[ 345.94647  -216.43497     5.416011],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
505,[ 280.184     -134.02788      5.2046814],20.0000,0.0000,[ 323.33194   -109.21233      5.0068617],20.0000,0.0000,[ 313.0831    -129.76193      4.8602605],20.0000,6.0000,[277.1022   -98.727486   4.793108],20.0000,6.0000,[ 320.283   -154.0155     5.19025],20.0000,6.0000,[ 346.32608   -216.87187      5.4164457],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
506,[ 280.65414  -135.01436     4.908345],20.0000,6.0000,[ 323.6224    -110.264885     4.7141743],20.0000,6.0000,[ 313.2772    -130.83662      4.9472284],20.0000,6.0000,[277.17105   -99.81704     5.0050783],20.0000,0.0000,[ 320.7918   -154.98125     5.408972],20.0000,0.0000,[ 346.70566  -217.30882     5.416852],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
507,[ 280.87982  -136.08241     4.989493],20.0000,6.0000,[ 323.65802   -111.35638      4.8011427],20.0000,6.0000,[ 313.5387  -131.89642    5.16595],20.0000,0.0000,[ 277.43628  -100.87715     4.708742],20.0000,6.0000,[ 321.47076 -155.8364     5.11622],20.0000,6.0000,[ 347.08517   -217.7458       5.4172316],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
508,[ 281.16922  -137.13495     5.203759],20.0000,0.0000,[ 323.76242  -112.442955    5.019864],20.0000,0.0000,[ 313.9919   -132.88983     4.873198],20.0000,6.0000,[ 277.4457  -101.96874    4.78989],20.0000,6.0000,[ 321.93036   -156.82704      5.2031155],20.0000,6.0000,[ 347.46463   -218.18283      5.4175873],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
509,[ 281.64597 -138.11783    4.90886],20.0000,6.0000,[ 324.06622  -113.491745    4.727112],20.0000,6.0000,[ 314.19962   -133.96196      4.9600935],20.0000,6.0000,[ 277.52066  -103.05776     5.004156],20.0000,0.0000,[ 322.45132   -157.78627      5.4217634],20.0000,0.0000,[ 347.84406  -218.6199      5.417921],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
510,[ 281.87897 -139.18443    4.99234],20.0000,6.0000,[ 324.11563   -114.582695     4.8140078],20.0000,6.0000,[ 314.47446  -135.01837     5.178741],20.0000,0.0000,[ 277.79306  -104.11566     4.709257],20.0000,6.0000,[ 323.141     -158.63281      5.1289716],20.0000,6.0000,[ 348.22342  -219.057       5.418234],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
511,[ 282.17703   -140.2345       5.2080708],20.0000,0.0000,[ 324.23376   -115.66786      5.0326552],20.0000,0.0000,[ 314.94016  -136.006       4.885949],20.0000,6.0000,[ 277.80994  -105.207275    4.792737],20.0000,6.0000,[ 323.613     -159.6176       5.2158217],20.0000,6.0000,[ 348.60272   -219.49414      5.4185286],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
512,[ 282.6627   -141.2128      4.913894],20.0000,6.0000,[ 324.55075   -116.71275      4.7398634],20.0000,6.0000,[ 315.1613    -137.07542      4.9727993],20.0000,6.0000,[ 277.89386   -106.2956       5.0084677],20.0000,0.0000,[ 324.14597  -160.5702      5.434423],20.0000,0.0000,[ 348.982     -219.93132      5.4188056],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
513,[ 282.90536  -142.27731     4.998644],20.0000,6.0000,[ 324.61386  -117.802986    4.826713],20.0000,6.0000,[ 315.44937   -138.1283       5.1914005],20.0000,0.0000,[ 278.17593   -107.35077      4.7142916],20.0000,6.0000,[ 324.8462    -161.40805      5.1416063],20.0000,6.0000,[ 349.36124  -220.36853     5.419067],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
514,[ 283.21368   -143.32442      5.2153287],20.0000,0.0000,[ 324.7456    -118.88658      5.0453143],20.0000,0.0000,[ 315.9274    -139.11002      4.8985834],20.0000,6.0000,[ 278.2027   -108.442276    4.799041],20.0000,6.0000,[ 325.33047   -162.38684      5.2284274],20.0000,6.0000,[ 349.74045   -220.80577      5.4193134],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
515,[ 283.70944   -144.2975       4.9215517],20.0000,6.0000,[ 325.07565   -119.92743      4.7524977],20.0000,6.0000,[ 316.16193   -140.17659      4.9854045],20.0000,6.0000,[ 278.29727   -109.529724     5.0157256],20.0000,0.0000,[ 325.87534 -163.33272    5.447  ],20.0000,0.0000,[ 350.1196   -221.24304     5.419546],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
516,[ 283.9631   -145.35954     5.007048],20.0000,6.0000,[ 325.1524    -121.016785     4.8393188],20.0000,6.0000,[ 316.46317   -141.22578      5.2039766],20.0000,0.0000,[ 278.59027  -110.58179     4.721949],20.0000,6.0000,[ 326.586     -164.16174      5.1541677],20.0000,6.0000,[ 350.49872  -221.68034     5.419766],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
517,[ 284.2826  -146.40329    5.22437],20.0000,0.0000,[ 325.29773  -122.09864     5.057891],20.0000,0.0000,[ 316.95343   -142.20145      4.9111447],20.0000,6.0000,[ 278.6283   -111.67303     4.807445],20.0000,6.0000,[ 327.08246   -165.13441      5.2409706],20.0000,6.0000,[ 350.8778   -222.11768     5.419974],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
518,[ 284.7891    -147.37076      4.9308953],20.0000,6.0000,[ 325.64072   -123.13529      4.7650585],20.0000,6.0000,[ 317.20126  -143.26501     4.997947],20.0000,6.0000,[ 278.73447  -112.75941     5.024767],20.0000,0.0000,[ 327.6391    -166.0734       5.4595246],20.0000,0.0000,[ 351.25684  -222.55504     5.420171],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
519,[ 285.0545    -148.42996      5.0168633],20.0000,6.0000,[ 325.7311    -124.223595     4.8518615],20.0000,6.0000,[ 317.51556  -144.31035     5.216501],20.0000,0.0000,[ 279.0391    -113.8081       4.7312927],20.0000,6.0000,[ 328.36002   -166.89351      5.1666827],20.0000,6.0000,[ 351.63586  -222.99243     5.420357],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
520,[ 285.3857    -149.47006      5.2346115],20.0000,0.0000,[ 325.8899    -125.30356      5.0704155],20.0000,0.0000,[ 318.01794   -145.27983      4.9236593],20.0000,6.0000,[ 279.0892    -114.898895     4.8172603],20.0000,6.0000,[ 328.86856  -167.85991     5.253474],20.0000,6.0000,[ 352.01486  -223.42984     5.420534],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
521,[ 285.90335   -150.43158      4.9413495],20.0000,6.0000,[ 326.24582  -126.335846    4.777573],20.0000,6.0000,[ 318.27902  -146.34023     5.010451],20.0000,6.0000,[ 279.20764   -115.98402      5.0350084],20.0000,0.0000,[ 329.43686  -168.79189     5.472017],20.0000,0.0000,[ 352.3938   -223.86728     5.420702],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
522,[ 286.181     -151.48767      5.0276146],20.0000,6.0000,[ 326.34973   -127.422935     4.8643646],20.0000,6.0000,[ 318.60635   -147.38156      5.2289934],20.0000,0.0000,[ 279.52435   -117.029076     4.7417464],20.0000,6.0000,[ 330.16794  -169.60294     5.179168],20.0000,6.0000,[ 352.77274   -224.30475      5.4208617],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
523,[ 286.52438  -152.52382     5.245642],20.0000,0.0000,[ 326.52197  -128.50084     5.082907],20.0000,0.0000,[ 319.1208    -148.34471      4.9361453],20.0000,6.0000,[ 279.58707   -118.119255     4.8280115],20.0000,6.0000,[ 330.6885    -170.56293      5.2659526],20.0000,6.0000,[ 353.15164  -224.74223     5.421013],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
524,[ 287.05338   -153.47911      4.9525228],20.0000,6.0000,[ 326.89075  -129.52861     4.790059],20.0000,6.0000,[ 319.39502   -149.40176      5.0229297],20.0000,6.0000,[ 279.7182   -119.20292     5.046039],20.0000,0.0000,[ 331.26837  -171.48776     5.484488],20.0000,0.0000,[ 353.53052  -225.17975     5.421157],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
525,[ 287.34354   -154.53185      5.0389752],20.0000,6.0000,[ 327.0082    -130.61432      4.8768435],20.0000,6.0000,[ 319.7353    -150.43895      5.2414646],20.0000,0.0000,[ 280.04724 -120.24412    4.75292],20.0000,6.0000,[ 332.0095   -172.28964     5.191636],20.0000,6.0000,[ 353.90936  -225.61728     5.421294],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
526,[ 287.6993   -155.56383     5.257183],20.0000,0.0000,[ 327.19385  -131.69        5.095379],20.0000,0.0000,[ 320.2617    -151.39561      4.9486127],20.0000,6.0000,[ 280.12296   -121.3335       4.8393726],20.0000,6.0000,[ 332.54196   -173.24309      5.2784157],20.0000,6.0000,[ 354.28818  -226.05482     5.421425],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
527,[ 288.23978  -156.51263     4.964158],20.0000,6.0000,[ 327.57538   -132.7131       4.8025265],20.0000,6.0000,[ 320.54907   -152.44917      5.0353923],20.0000,6.0000,[ 280.267     -122.41552      5.0575805],20.0000,0.0000,[ 333.13327   -174.16063      5.4969463],20.0000,0.0000,[ 354.66696  -226.4924      5.421549],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
528,[ 288.54266  -157.56181     5.050729],20.0000,6.0000,[ 327.70636   -133.79727      4.8893065],20.0000,6.0000,[ 320.90222  -153.48204     5.253923],20.0000,0.0000,[ 280.6086   -123.45266     4.764555],20.0000,6.0000,[ 333.88434  -174.95323     5.204092],20.0000,6.0000,[ 355.04575   -226.93         5.4216676],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
529,[ 288.9109   -158.58939     5.269052],20.0000,0.0000,[ 327.9054   -134.87054     5.107837],20.0000,0.0000,[ 321.44046   -154.4321       4.9610686],20.0000,6.0000,[ 280.69745   -124.54106      4.8511257],20.0000,6.0000,[ 334.42862   -175.89996      5.2908688],20.0000,6.0000,[ 355.4245  -227.3676     5.42178],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
530,[ 289.46292   -159.53152      4.9760876],20.0000,6.0000,[ 328.2996   -135.88882     4.814983],20.0000,6.0000,[ 321.74097   -155.48198      5.0478454],20.0000,6.0000,[ 280.85464  -125.62126     5.069449],20.0000,0.0000,[ 335.0313   -176.81007     5.509397],20.0000,0.0000,[ 355.80322  -227.80522     5.421888],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
531,[ 289.7786    -160.57693      5.0627327],20.0000,6.0000,[ 328.44406   -136.97127      4.9017596],20.0000,6.0000,[ 322.10693   -156.51038      5.2663736],20.0000,0.0000,[ 281.2089    -126.654144     4.7764845],20.0000,6.0000,[ 335.79218  -177.59328     5.216541],20.0000,6.0000,[ 356.18195  -228.24287     5.421991],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
532,[ 290.1594    -161.59993      5.2811294],20.0000,0.0000,[ 328.65643   -138.04199      5.1202874],20.0000,0.0000,[ 322.65695   -157.45366      4.9735174],20.0000,6.0000,[ 281.31104   -127.74139      4.8631296],20.0000,6.0000,[ 336.3482   -178.53316     5.303316],20.0000,6.0000,[ 356.56064  -228.68054     5.422089],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
533,[ 290.72293   -162.5352       4.9882035],20.0000,6.0000,[ 329.0633   -139.05528     4.827431],20.0000,6.0000,[ 322.9705    -158.49973      5.0602927],20.0000,6.0000,[ 281.4814    -128.81958      5.0815263],20.0000,0.0000,[ 336.9622   -179.4357      5.521842],20.0000,0.0000,[ 356.9393    -229.11821      5.4221826],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
534,[ 291.05145  -163.57666     5.074896],20.0000,6.0000,[ 329.2212    -140.13585      4.9142065],20.0000,6.0000,[ 323.3492    -159.5235       5.2788186],20.0000,0.0000,[ 281.84833   -129.84802      4.7886004],20.0000,6.0000,[ 337.73273  -180.20938     5.228985],20.0000,6.0000,[ 357.31796  -229.55591     5.422272],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
535,[ 291.44482   -164.5949       5.2933393],20.0000,0.0000,[ 329.44687  -141.20384     5.132733],20.0000,0.0000,[ 323.91095   -160.45985      4.9859614],20.0000,6.0000,[ 281.9638   -130.93393     4.875293],20.0000,6.0000,[ 338.3004   -181.14227     5.315759],20.0000,6.0000,[ 357.6966   -229.99362     5.422358],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
536,[ 292.01987   -165.52313      5.0004377],20.0000,6.0000,[ 329.8663    -142.21199      4.8398757],20.0000,6.0000,[ 324.23746  -161.50195     5.072736],20.0000,6.0000,[ 282.1475   -132.00995     5.093736],20.0000,0.0000,[ 338.92554  -182.03711     5.534284],20.0000,0.0000,[ 358.0752  -230.43135    5.42244],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
537,[ 292.3612    -166.56046      5.0871596],20.0000,6.0000,[ 330.03766   -143.29051      4.9266496],20.0000,6.0000,[ 324.62888   -162.52092      5.2912607],20.0000,0.0000,[ 282.52707  -133.03378     4.800835],20.0000,6.0000,[ 339.70566   -182.80115      5.2414265],20.0000,6.0000,[ 358.4538    -230.86908      5.4225183],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
538,[ 292.76715   -167.57375      5.3056326],20.0000,0.0000,[ 330.27658   -144.35562      5.1451745],20.0000,0.0000,[ 325.2022   -163.45023     4.998403],20.0000,6.0000,[ 282.65594   -134.1182       4.8875566],20.0000,6.0000,[ 340.28488 -183.7269     5.3282 ],20.0000,6.0000,[ 358.8324   -231.30684     5.422593],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
539,[ 293.35364  -168.4948      5.012747],20.0000,6.0000,[ 330.70853  -145.35847     4.852317],20.0000,6.0000,[ 325.54166   -164.48817      5.0851765],20.0000,6.0000,[ 282.8529    -135.19185      5.1060295],20.0000,0.0000,[ 340.9211   -184.61389     5.546724],20.0000,0.0000,[ 359.21097  -231.7446      5.422665],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
540,[ 293.7078    -169.52782      5.0994873],20.0000,6.0000,[ 330.89328   -146.43478      4.9390903],20.0000,6.0000,[ 325.94574   -165.5022       5.3037004],20.0000,0.0000,[ 283.24512  -136.2109      4.813144],20.0000,6.0000,[ 341.71066   -185.36816      5.2538657],20.0000,6.0000,[ 359.5895   -232.18237     5.422734],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
541,[ 294.12625   -170.53601      5.3179784],20.0000,0.0000,[ 331.14545   -147.49683      5.1576147],20.0000,0.0000,[ 326.53058   -166.4243       5.0108423],20.0000,6.0000,[ 283.38742  -137.29364     4.899884],20.0000,6.0000,[ 342.30136   -186.28665      5.3406386],20.0000,6.0000,[ 359.96805   -232.62016      5.4227996],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
542,[ 294.7241   -171.44972     5.025103],20.0000,6.0000,[ 331.58984   -148.49425      4.8647566],20.0000,6.0000,[ 326.8829    -167.45795      5.0976152],20.0000,6.0000,[ 283.59766  -138.36478     5.118376],20.0000,0.0000,[ 342.94858   -187.16566      5.5591626],20.0000,0.0000,[ 360.3466   -233.05797     5.422863],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
543,[ 295.09106  -172.47826     5.111855],20.0000,6.0000,[ 331.78793   -149.56816      4.9515295],20.0000,6.0000,[ 327.2996   -168.46687     5.316139],20.0000,0.0000,[ 284.00247 -139.37889    4.8255 ],20.0000,6.0000,[ 343.74744   -187.91005      5.2663045],20.0000,6.0000,[ 360.7251   -233.49577     5.422923],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
544,[ 295.52197  -173.48119     5.330358],20.0000,0.0000,[ 332.0533   -150.627       5.170053],20.0000,0.0000,[ 327.89584  -169.38162     5.023281],20.0000,6.0000,[ 284.1582    -140.45978      4.9122524],20.0000,6.0000,[ 344.34955  -188.82112     5.353077],20.0000,6.0000,[ 361.1036    -233.9336       5.4229813],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
545,[ 296.13113  -174.3874      5.037489],20.0000,6.0000,[ 332.51007  -151.6188      4.877195],20.0000,6.0000,[ 328.26102   -170.41081      5.1100535],20.0000,6.0000,[ 284.3817    -141.52821      5.1307554],20.0000,0.0000,[ 345.00763   -189.69202      5.5716004],20.0000,0.0000,[ 361.4821   -234.37143     5.423037],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
546,[ 296.51083   -175.41132      5.1242485],20.0000,6.0000,[ 332.72153   -152.69019      4.9639673],20.0000,6.0000,[ 328.6902   -171.41447     5.328577],20.0000,0.0000,[ 284.79907  -142.53723     4.837886],20.0000,6.0000,[ 345.81567  -190.42642     5.278742],20.0000,6.0000,[ 361.86057 -234.80928    5.42309],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
547,[ 296.95416   -176.4088       5.3427587],20.0000,0.0000,[ 333.00003  -153.74562     5.182491],20.0000,0.0000,[ 329.2978    -172.32173      5.0357184],20.0000,6.0000,[ 284.96823   -143.6161       4.9246454],20.0000,6.0000,[ 346.42908   -191.32993      5.3655143],20.0000,6.0000,[ 362.239     -235.24713      5.4231415],20.0000,4.0000,[249.1447    -52.525646    4.9737096],20.0000,,[195.16838    37.36907     3.4899182],20.0000,
