step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3
178,[191.19353      2.238624     0.36417276],20.0000,0.0000,[191.49234     22.411526     0.36307225],20.0000,0.0000,[189.62483  -22.182747   6.256242],20.0000,6.0000,[190.41393    37.468273    6.1898913],20.0000,6.0000,[186.47704 -41.3921    6.12252],20.0000,6.0000,[ 233.40732  -115.574875    5.287119],20.0000,4.0000,[199.47905   -20.76146     6.2294064],20.0000,4.0000,[196.59795    17.231138    6.0631614],20.0000,3.0000
179,[1.9221217e+02 2.6308603e+00 2.6710676e-02],20.0000,6.0000,[1.9250990e+02 2.2806631e+01 2.6716847e-02],20.0000,6.0000,[ 1.9071574e+02 -2.2220922e+01  4.0952526e-02],20.0000,6.0000,[191.50935  37.45876   6.27199],20.0000,6.0000,[ 1.8755264e+02 -4.1578388e+01  5.3173080e-02],20.0000,0.0000,[ 233.72192  -116.06064     5.287119],20.0000,4.0000,[200.05704  -20.79103    6.229474],20.0000,4.0000,[197.17984   17.18123    5.976114],20.0000,3.0000
180,[1.93301361e+02 2.73408461e+00 1.05821356e-01],20.0000,6.0000,[1.9359898e+02 2.2913673e+01 1.0629681e-01],20.0000,6.0000,[191.80754   -22.204254    0.2494403],20.0000,6.0000,[192.60149     37.503876     0.22160283],20.0000,0.0000,[188.64507   -41.565716    6.0411882],20.0000,6.0000,[ 234.03654  -116.54641     5.287119],20.0000,4.0000,[200.63504  -20.820621   6.229539],20.0000,4.0000,[197.75867   17.09192    5.865692],20.0000,4.0000
181,[194.3822       2.8927267    0.33118775],20.0000,0.0000,[194.67944     23.075747     0.33303788],20.0000,0.0000,[192.88432   -22.009447    0.5016337],20.0000,6.0000,[193.66353   37.75627    6.224332],20.0000,6.0000,[189.70927  -41.80921    6.124161],20.0000,6.0000,[ 234.35115  -117.03217     5.287119],20.0000,4.0000,[201.21303  -20.85023    6.229601],20.0000,4.0000,[198.3286    16.94945    5.842989],20.0000,3.0000
182,[1.9541348e+02 3.2504499e+00 4.5378193e-02],20.0000,6.0000,[1.9570934e+02 2.3437445e+01 4.8250429e-02],20.0000,6.0000,[193.90355   -21.597897    0.7550725],20.0000,0.0000,[1.9475722e+02 3.7760300e+01 3.4695949e-02],20.0000,0.0000,[ 1.9078625e+02 -4.1987103e+01  5.6356620e-02],20.0000,6.0000,[ 234.66577  -117.517944    5.287119],20.0000,4.0000,[201.79102  -20.879854   6.22966 ],20.0000,4.0000,[198.89221   16.787851   5.763971],20.0000,3.0000
183,[1.9650117e+02 3.3601825e+00 1.3699798e-01],20.0000,0.0000,[1.9679663e+02 2.3552155e+01 1.4022373e-01],20.0000,0.0000,[194.80142    -20.95923      0.43659282],20.0000,6.0000,[195.84625    37.851826    5.9961076],20.0000,6.0000,[191.87929   -41.982727    0.3125711],20.0000,0.0000,[ 234.98038  -118.00371     5.287119],20.0000,4.0000,[202.369     -20.909494    6.2297173],20.0000,4.0000,[199.44447    16.587774    5.6618094],20.0000,3.0000
184,[197.57602     3.5562875   6.095522 ],20.0000,6.0000,[197.87062    23.753172    6.0993576],20.0000,6.0000,[195.81271    -20.545076     0.46952227],20.0000,0.0000,[196.92581    37.65348     6.0856957],20.0000,0.0000,[ 1.9294753e+02 -4.1738537e+01  2.2088014e-02],20.0000,6.0000,[ 235.295    -118.48947     5.287119],20.0000,4.0000,[202.94699  -20.939152   6.229772],20.0000,4.0000,[199.97906   16.34028    5.554146],20.0000,4.0000
185,[198.6691      3.461556    6.1830683],20.0000,0.0000,[198.96425    23.66372     6.1873546],20.0000,0.0000,[ 1.9680533e+02 -2.0089012e+01  1.0869036e-01],20.0000,6.0000,[198.01387    37.52784     5.7802973],20.0000,6.0000,[ 1.940393e+02 -4.173738e+01  9.017914e-02],20.0000,0.0000,[ 235.6096   -118.97524     5.287119],20.0000,4.0000,[203.52498   -20.968824    6.2298245],20.0000,4.0000,[200.4875    16.040726   5.540448],20.0000,3.0000
186,[199.76392     3.4394817   5.8748374],20.0000,6.0000,[200.05923    23.647026    5.8797827],20.0000,6.0000,[ 1.9788629e+02 -1.9932638e+01  1.7660041e-01],20.0000,0.0000,[199.0382     37.125206    5.8847723],20.0000,0.0000,[195.12856  -41.66253    6.030191],20.0000,6.0000,[ 235.92422  -119.461006    5.287119],20.0000,4.0000,[204.10297   -20.99851     6.2298746],20.0000,4.0000,[200.98326    15.724944    5.4710407],20.0000,3.0000
187,[200.82109     3.134007    5.9775996],20.0000,0.0000,[201.11804    23.347122    5.9829535],20.0000,0.0000,[198.95497 -19.7078    6.12192],20.0000,6.0000,[200.08467    36.797775    5.5977683],20.0000,6.0000,[196.1979   -41.887203   6.105516],20.0000,6.0000,[ 236.23883  -119.94677     5.287119],20.0000,4.0000,[204.68095  -21.028212   6.229923],20.0000,4.0000,[201.45747   15.377022   5.375694],20.0000,3.0000
188,[201.89325    2.904449   5.689173],20.0000,6.0000,[202.19147   23.12345    5.694877],20.0000,6.0000,[200.04874   -19.782362    6.2038803],20.0000,6.0000,[201.0226     36.22043     5.7122965],20.0000,0.0000,[ 1.9727663e+02 -4.2055927e+01  4.0019911e-02],20.0000,0.0000,[ 236.55344  -120.43254     5.287119],20.0000,4.0000,[205.25894   -21.057928    6.2299695],20.0000,4.0000,[201.90198   14.989866   5.272202],20.0000,3.0000
189,[202.87993     2.4150724   5.8031063],20.0000,6.0000,[203.18092    22.639727    5.8089604],20.0000,0.0000,[ 2.0114197e+02 -1.9804609e+01  1.5719600e-01],20.0000,6.0000,[201.99817   35.719513   5.432188],20.0000,6.0000,[198.36778   -42.024273    6.0319114],20.0000,6.0000,[ 236.86806  -120.918304    5.287119],20.0000,4.0000,[205.83693  -21.087656   6.230014],20.0000,4.0000,[202.30989   14.5625     5.168983],20.0000,3.0000
190,[203.88872     1.988959    6.0733056],20.0000,0.0000,[204.20032   22.235374   5.528673],20.0000,6.0000,[202.22008    -19.633837     0.43029106],20.0000,6.0000,[202.82764    34.995068    5.5491014],20.0000,0.0000,[199.43684   -42.24973     6.1211667],20.0000,6.0000,[ 237.18266  -121.40407     5.287119],20.0000,4.0000,[206.41492  -21.117397   6.230057],20.0000,4.0000,[202.67593   14.097497   5.068998],20.0000,3.0000
191,[204.96213     1.7888407   5.813058 ],20.0000,6.0000,[205.0958    21.594276   5.645573],20.0000,0.0000,[203.23978    -19.238743     0.70252025],20.0000,0.0000,[203.70825   34.341618   5.269466],20.0000,6.0000,[ 2.0051721e+02 -4.2406769e+01  6.0035959e-02],20.0000,0.0000,[ 237.49728  -121.88984     5.287119],20.0000,4.0000,[206.9929   -21.14715    6.230098],20.0000,3.0000,[202.9962     13.599208    4.9724193],20.0000,3.0000
192,[205.97032     1.3633683   5.913465 ],20.0000,0.0000,[206.0353     21.028742    5.3659906],20.0000,6.0000,[204.1424     -18.615564     0.41390815],20.0000,6.0000,[204.40872   33.491943   5.386109],20.0000,0.0000,[201.60788  -42.359127   6.052518],20.0000,6.0000,[ 237.81189  -122.3756      5.287119],20.0000,4.0000,[207.57104   -21.173948    6.1383786],20.0000,3.0000,[203.268     13.072639   4.878315],20.0000,3.0000
193,[207.0096      1.024371    5.5968647],20.0000,6.0000,[206.8144    20.250551   5.482675],20.0000,0.0000,[205.15454   -18.20563     0.4775103],20.0000,0.0000,[205.17128    32.703983    5.1059165],20.0000,6.0000,[202.6801    -42.567917    6.1412992],20.0000,6.0000,[ 238.12651  -122.86137     5.287119],20.0000,4.0000,[208.1474    -21.232307    6.0130496],20.0000,3.0000,[203.48935    12.522899    4.7856092],20.0000,3.0000
194,[207.92941      0.42471543   5.6890755 ],20.0000,6.0000,[207.6494     19.539793    5.2025175],20.0000,6.0000,[ 2.0613808e+02 -1.7731188e+01  1.3161951e-01],20.0000,6.0000,[205.72388    31.751522    5.2222304],20.0000,0.0000,[ 2.0376274e+02 -4.2707844e+01  7.8895286e-02],20.0000,0.0000,[ 238.44112  -123.34714     5.287119],20.0000,4.0000,[208.71927   -21.335815    5.8780756],20.0000,3.0000,[203.6587    11.955018   4.693498],20.0000,3.0000
195,[ 2.0887555e+02 -1.2468145e-01  5.9368443e+00],20.0000,6.0000,[208.29129    18.645073    5.3188457],20.0000,6.0000,[ 2.0721434e+02 -1.7543793e+01  2.0520362e-01],20.0000,0.0000,[206.34763   30.849688   4.941814],20.0000,6.0000,[204.85263  -42.643677   6.070506],20.0000,6.0000,[ 238.75572  -123.8329      5.287119],20.0000,4.0000,[209.2824   -21.491104   5.744665],20.0000,3.0000,[203.77489   11.373971   4.601519],20.0000,3.0000
196,[209.90402     -0.49041387   6.2161703 ],20.0000,0.0000,[208.98448   17.79745    5.588987],20.0000,0.0000,[208.27525   -17.284225    6.1537347],20.0000,6.0000,[206.73723    29.81975     5.0580516],20.0000,0.0000,[205.92769  -42.836544   6.158559],20.0000,0.0000,[ 239.07034  -124.31867     5.287119],20.0000,4.0000,[209.8308    -21.701601    5.6189733],20.0000,3.0000,[203.83704    10.784729    4.5094733],20.0000,3.0000
197,[210.99011     -0.60841155   5.9397664 ],20.0000,6.0000,[209.84053    17.119688    5.3281546],20.0000,6.0000,[209.37125  -17.320936   6.237144],20.0000,0.0000,[207.20522    28.828108    4.7776213],20.0000,6.0000,[207.01445 -42.94294   5.8279 ],20.0000,6.0000,[ 239.38495  -124.804436    5.287119],20.0000,4.0000,[210.35756  -21.967611   5.503555],20.0000,3.0000,[203.84465   10.192291   4.417314],20.0000,3.0000
198,[212.02274    -0.9625196   6.0276937],20.0000,0.0000,[210.53346   16.27281    5.428259],20.0000,0.0000,[210.46552   -17.287083    5.9248967],20.0000,6.0000,[207.42126   27.74834    4.893869],20.0000,0.0000,[208.03725   -43.336246    5.9109306],20.0000,6.0000,[ 239.69957  -125.2902      5.287119],20.0000,4.0000,[210.85611  -22.286507   5.397868],20.0000,3.0000,[203.79767     9.601681    4.3250604],20.0000,3.0000
199,[213.08078    -1.2310098   5.693856 ],20.0000,6.0000,[211.29419    15.487811    5.1112666],20.0000,6.0000,[211.53612   -17.540712    6.0255346],20.0000,0.0000,[207.7209    26.693544   4.613457],20.0000,6.0000,[209.0759    -43.677284    6.1455803],20.0000,0.0000,[ 240.01418  -125.77597     5.287119],20.0000,4.0000,[211.32121   -22.653797    5.2994514],20.0000,3.0000,[203.69646    9.017917   4.23275 ],20.0000,3.0000
200,[214.03096    -1.773747    5.7739987],20.0000,0.0000,[211.8274     14.527996    5.2032237],20.0000,0.0000,[212.6179    -17.719143    5.7355037],20.0000,6.0000,[207.75757    25.592987    4.7297153],20.0000,0.0000,[210.15913  -43.81253    5.866384],20.0000,6.0000,[ 240.3288   -126.261734    5.287119],20.0000,4.0000,[211.74884  -23.064417   5.205398],20.0000,3.0000,[203.54187    8.445966   4.140412],20.0000,3.0000
201,[215.01497    -2.2504342   5.450074 ],20.0000,6.0000,[212.423      13.608654    4.9001417],20.0000,6.0000,[213.62619   -18.16229     5.8488126],20.0000,0.0000,[207.8808     24.503407    4.4493113],20.0000,6.0000,[211.18547   -44.19064     5.9604025],20.0000,0.0000,[ 240.6434   -126.7475      5.287119],20.0000,4.0000,[212.13585   -23.51348     5.1133757],20.0000,3.0000,[203.3352      7.8907022   4.048066 ],20.0000,3.0000
202,[215.84103    -2.9746776   5.541583 ],20.0000,0.0000,[212.76585    12.562712    5.0058017],20.0000,0.0000,[214.66095   -18.525557    5.5682473],20.0000,6.0000,[207.73715   23.41165    4.565572],20.0000,0.0000,[212.23802   -44.48498     5.6392045],20.0000,6.0000,[ 240.95802  -127.23327     5.287119],20.0000,4.0000,[212.47943  -23.996428   5.021947],20.0000,3.0000,[203.07822     7.3568573   3.9557207],20.0000,3.0000
203,[216.71074    -3.6412396   5.241096 ],20.0000,6.0000,[213.18147    11.547999    4.7196074],20.0000,6.0000,[215.5812   -19.13058    5.685147],20.0000,0.0000,[207.68068    22.316576    4.2851677],20.0000,0.0000,[213.18071   -45.047413    5.7291713],20.0000,6.0000,[ 241.27263  -127.71903     5.287119],20.0000,4.0000,[212.77701   -24.508886    4.9304338],20.0000,3.0000,[202.77312     6.8489814   3.8633792],20.0000,3.0000
204,[217.38565   -4.511133   5.348919],20.0000,0.0000,[213.33603   10.457534   4.834417],20.0000,0.0000,[216.54242   -19.658403    5.4056754],20.0000,6.0000,[207.37679    21.255579    3.8508763],20.0000,6.0000,[214.14734  -45.559696   5.974806],20.0000,0.0000,[ 241.58723  -128.2048      5.287119],20.0000,4.0000,[213.02617  -25.046463   4.838632],20.0000,3.0000,[202.42247     6.3714013   3.7710412],20.0000,4.0000
205,[218.11926    -5.3262496   5.064845 ],20.0000,6.0000,[213.5737      9.386951    4.5543675],20.0000,6.0000,[217.35185   -20.405031    5.5224395],20.0000,0.0000,[206.69489   20.37408    3.964697],20.0000,0.0000,[215.19417  -45.86976    5.702503],20.0000,6.0000,[ 241.90186  -128.69057     5.287119],20.0000,4.0000,[213.22484  -25.60464    4.746565],20.0000,3.0000,[202.02754     5.930589    3.7704642],20.0000,4.0000
206,[218.63396    -6.2999864   5.1806345],20.0000,0.0000,[213.54614     8.286017    4.6712513],20.0000,0.0000,[218.21445   -21.082018    5.2423444],20.0000,6.0000,[206.06142    19.472868    3.7416058],20.0000,0.0000,[216.14806 -46.4057    5.79905],20.0000,0.0000,[ 242.21646  -129.17633     5.287119],20.0000,4.0000,[213.37129  -26.178719   4.654322],20.0000,3.0000,[201.62018     5.5067616   3.8018909],20.0000,4.0000
207,[219.22076   -7.226419   4.901068],20.0000,6.0000,[213.6059      7.191081    4.3915515],20.0000,6.0000,[218.89146  -21.950472   5.358698],20.0000,0.0000,[205.26173    18.70858     3.3448079],20.0000,0.0000,[217.14142  -46.861927   5.480398],20.0000,6.0000,[ 242.53108  -129.6621      5.287119],20.0000,4.0000,[213.46423  -26.76385    4.561991],20.0000,3.0000,[201.21326     5.0871587   3.8365176],20.0000,4.0000
208,[219.56879   -8.27124    5.018047],20.0000,0.0000,[213.39957    6.109402   4.508157],20.0000,0.0000,[219.6321    -22.759068    5.0782957],20.0000,6.0000,[204.24146   18.251427   2.926184],20.0000,6.0000,[217.98515   -47.564568    5.5718937],20.0000,0.0000,[ 242.84569  -130.14786     5.287119],20.0000,4.0000,[213.50285   -27.355057    4.4696293],20.0000,3.0000,[200.81033     4.6666617   3.8644047],20.0000,4.0000
209,[219.99701    -9.280724    4.7382817],20.0000,6.0000,[213.28033     5.0193753   4.227938 ],20.0000,6.0000,[220.15819   -23.726423    5.1945333],20.0000,0.0000,[203.11938    18.229973    3.1054075],20.0000,6.0000,[218.87221   -48.20731     5.2687435],20.0000,6.0000,[ 243.16031  -130.63364     5.287119],20.0000,4.0000,[213.4868   -27.947313   4.377265],20.0000,3.0000,[200.41122     4.244218    3.8846357],20.0000,4.0000
210,[220.17046   -10.368151    4.8548155],20.0000,0.0000,[212.90042     3.9858267   4.344243 ],20.0000,6.0000,[220.75674  -24.645172   4.914098],20.0000,6.0000,[202.02385    18.139652    3.4896123],20.0000,6.0000,[219.56906   -49.059364    5.3744774],20.0000,6.0000,[ 243.47491  -131.1194      5.287119],20.0000,4.0000,[213.41621   -28.535568    4.2849092],20.0000,3.0000,[200.01491     3.82015     3.8989334],20.0000,4.0000
211,[220.42863  -11.433846   4.574527],20.0000,6.0000,[212.58826     2.9362962   4.614377 ],20.0000,0.0000,[221.11768  -25.685507   5.030341],20.0000,6.0000,[201.00108    17.758125    3.8274465],20.0000,0.0000,[220.30846  -49.867      5.638975],20.0000,0.0000,[ 243.78952  -131.60516     5.287119],20.0000,4.0000,[213.29167   -29.114809    4.1925635],20.0000,3.0000,[199.6204      3.3950038   3.909159 ],20.0000,4.0000
212,[220.4224    -12.534989    4.6907997],20.0000,0.0000,[212.5081      1.8473608   4.3535447],20.0000,6.0000,[221.54109  -26.695307   5.300478],20.0000,0.0000,[200.12129    17.109653    3.5657566],20.0000,0.0000,[221.19827   -50.499886    5.3766875],20.0000,6.0000,[ 244.10414  -132.09093     5.287119],20.0000,4.0000,[213.11424   -29.680098    4.1002245],20.0000,3.0000,[199.227      2.969217   3.916695],20.0000,4.0000
213,[220.5031   -13.628539   4.410366],20.0000,6.0000,[212.1964      0.7984646   4.45365  ],20.0000,0.0000,[222.16896  -27.588604   5.039662],20.0000,6.0000,[199.13458    16.64247     3.1046104],20.0000,6.0000,[221.93286  -51.31105    5.476611],20.0000,0.0000,[ 244.41875  -132.57669     5.287119],20.0000,4.0000,[212.88545  -30.22662    4.007889],20.0000,3.0000,[198.83429     2.5430803   3.9224515],20.0000,4.0000
214,[220.31702   -14.713869    4.5266023],20.0000,0.0000,[211.97397     -0.27180523   4.13666   ],20.0000,6.0000,[222.59233   -28.597616    5.1397758],20.0000,0.0000,[198.03923   16.560259   3.159967],20.0000,6.0000,[222.7317    -52.057358    5.1601334],20.0000,6.0000,[ 244.73337  -133.06247     5.287119],20.0000,4.0000,[212.60725   -30.749716    3.9155552],20.0000,3.0000,[198.44196     2.1167715   3.9270017],20.0000,4.0000
215,[220.21791   -15.805908    4.2461762],20.0000,6.0000,[211.47914    -1.2519491   4.228619 ],20.0000,0.0000,[223.09833   -29.566597    4.8227963],20.0000,6.0000,[196.94942    16.455395    3.3960214],20.0000,6.0000,[223.31213 -52.98951   5.25258],20.0000,6.0000,[ 245.04797  -133.54823     5.287119],20.0000,4.0000,[212.282    -31.244934   3.823222],20.0000,4.0000,[198.04985     1.6903967   3.9307058],20.0000,3.0000
216,[219.85696  -16.846235   4.362427],20.0000,0.0000,[211.05284    -2.2610126   3.925539 ],20.0000,6.0000,[223.33646   -30.638437    4.9147615],20.0000,6.0000,[195.89706    16.165062    3.6756434],20.0000,0.0000,[223.93764   -53.887184    5.5007463],20.0000,0.0000,[ 245.3626   -134.034       5.287119],20.0000,4.0000,[211.9106    -31.705744    3.8226469],20.0000,4.0000,[197.65999     1.2619239   3.8420346],20.0000,4.0000
217,[219.58072  -17.907398   4.082019],20.0000,6.0000,[210.37984    -3.1319985   4.0312004],20.0000,0.0000,[223.62846   -31.692816    5.1622415],20.0000,0.0000,[194.9398     15.639382    3.4002976],20.0000,6.0000,[224.72809  -54.640316   5.229762],20.0000,0.0000,[ 245.6772   -134.51976     5.287119],20.0000,4.0000,[211.52588   -32.15024     3.8540742],20.0000,4.0000,[197.24442      0.85696155   3.8111866 ],20.0000,4.0000
218,[219.05461   -18.874754    4.1982784],20.0000,0.0000,[209.77356    -4.045678    3.7450066],20.0000,6.0000,[224.12366   -32.665848    4.8908563],20.0000,6.0000,[193.89043    15.338037    3.4905376],20.0000,0.0000,[225.34924  -55.54276    4.776199],20.0000,6.0000,[ 245.99182  -135.00552     5.287119],20.0000,4.0000,[211.1414   -32.5905     3.888701],20.0000,4.0000,[196.8184       0.46267313   3.8036475 ],20.0000,4.0000
219,[218.60867   -19.87651     3.9178746],20.0000,6.0000,[208.95801    -4.7858605   3.8598166],20.0000,0.0000,[224.3917   -33.726665   4.987702],20.0000,0.0000,[192.86981   14.950651   3.158372],20.0000,6.0000,[225.60132   -56.62043     4.8508625],20.0000,0.0000,[ 246.30643  -135.49129     5.287119],20.0000,4.0000,[210.76096   -33.03144     3.9165878],20.0000,4.0000,[1.9638820e+02 7.3199362e-02 3.8054967e+00],20.0000,3.0000
220,[217.93156   -20.74489     4.0341353],20.0000,0.0000,[208.20558    -5.583666    3.5797672],20.0000,6.0000,[224.74492   -34.761154    4.6692376],20.0000,6.0000,[191.77982   14.848775   3.239433],20.0000,6.0000,[225.88658   -57.682777    4.5799465],20.0000,6.0000,[ 246.62103  -135.97707     5.287119],20.0000,4.0000,[210.38443   -33.474125    3.9368188],20.0000,4.0000,[195.95831    -0.3165746   3.7188478],20.0000,3.0000
221,[217.32793   -21.660313    3.7537313],20.0000,6.0000,[207.27911    -6.1790385   3.696651 ],20.0000,0.0000,[224.81657  -35.85682    4.760813],20.0000,0.0000,[190.69843   14.691739   3.468599],20.0000,6.0000,[225.90591 -58.78655   4.7138 ],20.0000,0.0000,[ 246.93565  -136.46283     5.287119],20.0000,4.0000,[210.01077   -33.918285    3.9511163],20.0000,4.0000,[195.5058     -0.6822616   3.5994916],20.0000,3.0000
222,[216.518     -22.406376    3.8699915],20.0000,0.0000,[206.40663    -6.843283    3.4169514],20.0000,6.0000,[224.96152   -36.942627    4.4577265],20.0000,6.0000,[189.66158   14.350375   3.735997],20.0000,0.0000,[226.0199    -59.87794     4.4516788],20.0000,6.0000,[ 247.25026  -136.9486      5.287119],20.0000,4.0000,[209.63898   -34.36343     3.9613416],20.0000,4.0000,[195.02266    -1.0111257   3.4727738],20.0000,4.0000
223,[215.7729   -23.210855   3.589587],20.0000,6.0000,[205.3957     -7.2799067   3.5335565],20.0000,6.0000,[224.82376   -38.0347      4.5634885],20.0000,0.0000,[188.72571    13.785757    3.4557412],20.0000,6.0000,[225.88017  -60.970394   4.576221],20.0000,0.0000,[ 247.56488  -137.43436     5.287119],20.0000,4.0000,[209.26833   -34.80916     3.9688778],20.0000,4.0000,[194.50719    -1.2918397   3.4417412],20.0000,3.0000
224,[214.85196   -23.814543    3.7058468],20.0000,6.0000,[204.41997    -7.7768216   3.8038895],20.0000,0.0000,[224.76517  -39.129673   4.277449],20.0000,6.0000,[187.68932    13.443064    3.5399349],20.0000,6.0000,[225.83438  -62.065872   4.299496],20.0000,6.0000,[ 247.87949  -137.92012     5.287119],20.0000,4.0000,[208.89836   -35.2552      3.9746342],20.0000,4.0000,[193.98192    -1.5521697   3.3584075],20.0000,3.0000
225,[213.97588  -24.471382   3.975994],20.0000,0.0000,[203.57565   -8.469154   3.543125],20.0000,6.0000,[224.4383   -40.18142    4.392346],20.0000,0.0000,[186.67642    13.035833    3.7547603],20.0000,0.0000,[225.5279   -63.123302   4.416288],20.0000,0.0000,[ 248.1941   -138.4059      5.287119],20.0000,4.0000,[208.52881   -35.70139     3.9791844],20.0000,4.0000,[193.4384     -1.7750907   3.2545197],20.0000,4.0000
226,[213.26262  -25.298117   3.715181],20.0000,6.0000,[202.60081    -8.966161    3.6432455],20.0000,0.0000,[224.19513  -41.25077    4.112353],20.0000,6.0000,[185.75436   12.449416   3.459409],20.0000,6.0000,[225.30806   -64.19746     4.1351233],20.0000,6.0000,[ 248.50871  -138.89166     5.287119],20.0000,4.0000,[208.15948   -36.147636    3.9828885],20.0000,4.0000,[192.87547    -1.9473504   3.2382164],20.0000,3.0000
227,[212.3873    -25.954735    3.8152955],20.0000,0.0000,[201.67201    -9.54261     3.3262491],20.0000,6.0000,[223.69928  -42.234104   4.229255],20.0000,0.0000,[184.72182    12.095099    3.5410295],20.0000,0.0000,[224.83348   -65.19101     4.2507033],20.0000,0.0000,[ 248.82332  -139.37743     5.287119],20.0000,4.0000,[207.79028  -36.59388    3.985976],20.0000,4.0000,[192.30885    -2.1004848   3.164473 ],20.0000,3.0000
228,[211.57094   -26.68172     3.4983153],20.0000,6.0000,[200.62079    -9.859556    3.4181983],20.0000,0.0000,[223.28493   -43.24937     3.9495573],20.0000,6.0000,[183.71954    11.662652    3.2049518],20.0000,6.0000,[224.44041   -66.21464     3.9696746],20.0000,6.0000,[ 249.13794  -139.86319     5.287119],20.0000,4.0000,[207.42114   -37.04009     3.9885976],20.0000,4.0000,[191.73259    -2.215765    3.0656207],20.0000,3.0000
229,[210.58951   -27.174011    3.5902803],20.0000,6.0000,[199.59584   -10.246092    3.1151025],20.0000,6.0000,[222.63574   -44.138836    4.0661592],20.0000,0.0000,[182.63515   11.515227   3.284635],20.0000,6.0000,[223.80913   -67.11688     4.0856605],20.0000,0.0000,[ 249.45255  -140.34895     5.287119],20.0000,4.0000,[207.05202  -37.48624    3.990857],20.0000,4.0000,[191.14713    -2.2820969   2.9597912],20.0000,3.0000
230,[209.63815   -27.714296    3.8377593],20.0000,0.0000,[198.50092   -10.35871     3.2207541],20.0000,6.0000,[222.0617    -45.073112    3.7859352],20.0000,6.0000,[181.56143    11.313157    3.5115943],20.0000,0.0000,[223.25346   -68.062195    3.8051338],20.0000,6.0000,[ 249.76717  -140.83472     5.287119],20.0000,4.0000,[206.68288  -37.93233    3.992826],20.0000,4.0000,[190.55653    -2.2937977   2.8552122],20.0000,3.0000
231,[208.81523   -28.431799    3.5663733],20.0000,6.0000,[197.41962   -10.531309    3.4851043],20.0000,0.0000,[221.27621   -45.844822    3.9022374],20.0000,6.0000,[180.54572    10.913361    3.2269616],20.0000,6.0000,[222.48299   -68.84893     3.9213762],20.0000,0.0000,[ 250.08177  -141.3205      5.287119],20.0000,4.0000,[206.31372  -38.37835    3.994559],20.0000,4.0000,[189.96646    -2.2487936   2.7545686],20.0000,3.0000
232,[207.85179   -28.95041     3.6632185],20.0000,6.0000,[196.40137  -10.925585   3.222733],20.0000,6.0000,[220.5451    -46.659958    4.1723695],20.0000,0.0000,[179.46347    10.758127    3.3189888],20.0000,0.0000,[221.78021   -69.69064     3.6409967],20.0000,6.0000,[ 250.3964   -141.80626     5.287119],20.0000,4.0000,[205.9445   -38.824295   3.996096],20.0000,4.0000,[189.38284    -2.1473231   2.6577635],20.0000,3.0000
233,[206.92577   -29.529755    3.8953059],20.0000,0.0000,[195.31975  -11.092068   3.322627],20.0000,6.0000,[220.00685   -47.609955    3.9115367],20.0000,6.0000,[178.3977     10.5171385   2.9950242],20.0000,6.0000,[220.89151   -70.34087     3.7572792],20.0000,0.0000,[ 250.711    -142.29202     5.287119],20.0000,4.0000,[205.57526   -39.27017     3.9974678],20.0000,4.0000,[188.81125    -1.9908991   2.5636501],20.0000,3.0000
234,[206.12917   -30.276014    3.6108627],20.0000,6.0000,[194.25368   -11.33033     3.5566826],20.0000,0.0000,[219.27643  -48.424713   4.011642],20.0000,0.0000,[177.30148    10.565642    3.0830836],20.0000,6.0000,[220.06065   -71.05645     3.4768949],20.0000,6.0000,[ 251.02562  -142.77779     5.287119],20.0000,4.0000,[205.20593   -39.715965    3.9986997],20.0000,4.0000,[188.25679    -1.7816067   2.4710133],20.0000,3.0000
235,[205.18098  -30.819693   3.702682],20.0000,0.0000,[193.25476   -11.770388    3.2731116],20.0000,6.0000,[218.61757   -49.29698     3.6946518],20.0000,6.0000,[176.20769   10.559176   3.326154],20.0000,0.0000,[219.07767  -71.55275    3.593164],20.0000,0.0000,[ 251.34023  -143.26355     5.287119],20.0000,4.0000,[204.83656   -40.16169     3.9998114],20.0000,5.0000,[187.72418    -1.521774    2.3789754],20.0000,3.0000
236,[204.28017   -31.437723    3.3770454],20.0000,6.0000,[192.18007   -11.969768    3.3651993],20.0000,0.0000,[217.75104   -49.97126     3.7866108],20.0000,6.0000,[175.13852   10.338265   3.052349],20.0000,6.0000,[218.14107   -72.122955    3.3127632],20.0000,6.0000,[ 251.65483  -143.74933     5.287119],20.0000,4.0000,[204.46487   -40.6054      4.0925775],20.0000,4.0000,[187.21788    -1.2139056   2.2870483],20.0000,3.0000
237,[203.24394   -31.797422    3.4636545],20.0000,6.0000,[191.12555  -12.255118   3.039808],20.0000,6.0000,[216.92334  -50.686745   4.034083],20.0000,0.0000,[174.04468    10.36151     3.1483588],20.0000,0.0000,[217.0902    -72.451965    3.4290235],20.0000,6.0000,[ 251.96945  -144.23509     5.287119],20.0000,4.0000,[204.12022   -41.070454    4.1270533],20.0000,5.0000,[186.74214     -0.86073035   2.1950307 ],20.0000,3.0000
