step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5,pos_blue6,health_blue6,action_blue6,pos_blue7,health_blue7,action_blue7,pos_blue8,health_blue8,action_blue8,pos_blue9,health_blue9,action_blue9,pos_blue10,health_blue10,action_blue10
20,[21.22242     4.586601    0.42702168],20.0000,0.0000,[21.31909   23.942156   6.1794596],20.0000,6.0000,[ 21.140842   -15.093111     0.22279762],20.0000,6.0000,[21.218708 44.604042  6.159655],20.0000,6.0000,[ 20.174103  -32.33315     0.3237773],20.0000,6.0000,[41.230263    4.5179415   0.21796967],20.0000,6.0000,[41.326286   23.900513    0.18661903],20.0000,0.0000,[ 41.140842   -15.093111     0.22279762],20.0000,6.0000,[41.200684 44.521263  6.251478],20.0000,6.0000,[ 41.629864 -38.482895   6.22854 ],20.0000,6.0000,[62.498775 -4.686726  5.881933],20.0000,4.0000,[109.765854    42.770485     0.44658315],20.0000,4.0000,[141.56508   -34.32597     2.2370014],20.0000,4.0000,[138.80554     7.920891    1.7402157],20.0000,2.0000,[121.87619     57.6859       0.60544825],20.0000,4.0000,[6.2824814e+01 3.9409554e+01 7.0412857e-03],20.0000,4.0000,[126.543106 -22.823298   5.9084  ],20.0000,4.0000,[67.53431   12.272643   0.3967377],20.0000,4.0000,[107.487404 -21.254202   5.872291],20.0000,4.0000,[110.576096    51.192474     0.65244234],20.0000,4.0000
21,[22.229385    5.009164    0.13354471],20.0000,6.0000,[22.411612 23.894798  6.272335],20.0000,6.0000,[ 22.20455  -14.848102   0.440473],20.0000,0.0000,[22.312885  44.55767    6.2409716],20.0000,6.0000,[ 21.201488   -31.96367      0.40817657],20.0000,6.0000,[42.295567   4.755905   0.4351316],20.0000,0.0000,[42.397133  24.112314   6.1872888],20.0000,6.0000,[ 42.20455  -14.848102   0.440473],20.0000,0.0000,[42.293415   44.541225    0.19938287],20.0000,0.0000,[ 4.2721714e+01 -3.8507278e+01  3.2703541e-02],20.0000,6.0000,[63.02511  -4.928138  5.880132],20.0000,4.0000,[110.282486   43.03179     0.4476946],20.0000,4.0000,[141.20737   -33.87092     2.2370014],20.0000,1.0000,[138.65807    8.482889   1.493449],20.0000,2.0000,[122.33911     58.034122     0.60869396],20.0000,4.0000,[6.3403717e+01 3.9399292e+01 5.6541390e-03],20.0000,4.0000,[127.05678   -23.09865     5.9018464],20.0000,4.0000,[68.03968    12.564299    0.38317442],20.0000,4.0000,[108.01804  -21.485397   5.872291],20.0000,4.0000,[111.01702    51.568768    0.6586602],20.0000,4.0000
22,[23.307295    5.183715    0.21950856],20.0000,6.0000,[23.503471   23.917055    0.21702643],20.0000,0.0000,[ 23.205225  -14.410939    0.1471741],20.0000,6.0000,[23.405771   44.566193    0.18890005],20.0000,0.0000,[ 22.20376   -31.531307    0.6245836],20.0000,0.0000,[43.299297   5.1861343  0.1415794],20.0000,6.0000,[43.489964  24.073185   6.2800784],20.0000,6.0000,[ 43.205227  -14.410939    0.1471741],20.0000,6.0000,[43.361183 44.76812   6.200922],20.0000,6.0000,[ 43.812386   -38.462513     0.25182143],20.0000,0.0000,[63.551426  -5.1694584  5.878538 ],20.0000,4.0000,[110.79912     43.293        0.44870198],20.0000,4.0000,[140.84265   -33.421394    1.9617254],20.0000,2.0000,[138.59705     9.06815     1.2344154],20.0000,2.0000,[122.80194     58.382313     0.61145073],20.0000,4.0000,[6.3982578e+01 3.9389122e+01 4.4092592e-03],20.0000,4.0000,[127.57176   -23.36951     5.8889904],20.0000,4.0000,[68.55101   12.843935   0.3898359],20.0000,4.0000,[108.54866  -21.716585   5.872291],20.0000,4.0000,[111.457535    51.945255     0.66362596],20.0000,4.0000
23,[24.371746    5.425477    0.43725327],20.0000,0.0000,[24.570696  24.146301   6.2133136],20.0000,6.0000,[ 24.280506  -14.220699    0.2333893],20.0000,6.0000,[24.475853 44.78191   6.190456],20.0000,6.0000,[ 23.110075   -30.921919     0.33069506],20.0000,6.0000,[44.37583     5.368891    0.22743097],20.0000,6.0000,[44.581615   24.103647    0.22464801],20.0000,0.0000,[ 44.280506  -14.220699    0.2333893],20.0000,6.0000,[4.4454540e+01 4.4745071e+01 1.0845507e-02],20.0000,6.0000,[ 44.87616   -38.216362    6.2424717],20.0000,6.0000,[64.07774   -5.4106855  5.8771176],20.0000,4.0000,[111.31577    43.55411     0.4496187],20.0000,4.0000,[140.5525    -32.91497     1.6893158],20.0000,2.0000,[138.64355      9.665029     0.98994225],20.0000,3.0000,[123.26472     58.73045      0.61382246],20.0000,4.0000,[6.456141e+01 3.937904e+01 3.286428e-03],20.0000,4.0000,[128.08638  -23.639355   5.875907],20.0000,4.0000,[69.063675   13.119131    0.40273193],20.0000,4.0000,[109.07927  -21.947767   5.872291],20.0000,4.0000,[111.89778    52.321842    0.6676753],20.0000,4.0000
24,[25.373728    5.8596234   0.14398938],20.0000,6.0000,[2.5663219e+01 2.4122013e+01 2.1012440e-02],20.0000,6.0000,[ 25.341297  -13.96334     0.4513694],20.0000,0.0000,[2.556891e+01 4.474744e+01 3.858321e-04],20.0000,6.0000,[ 24.133797  -30.542185    0.4159805],20.0000,6.0000,[45.438423   5.618702   0.4450723],20.0000,0.0000,[45.647106  24.340834   6.2208576],20.0000,6.0000,[ 45.341297  -13.96334     0.4513694],20.0000,0.0000,[45.54565    44.79166     0.23904508],20.0000,0.0000,[ 45.968204   -38.226456     0.04642123],20.0000,6.0000,[64.604065  -5.6518183  5.8758445],20.0000,4.0000,[111.83245     43.815132     0.45045587],20.0000,4.0000,[140.3522    -32.35596     1.4299783],20.0000,2.0000,[138.81194    10.246817    0.8653765],20.0000,3.0000,[123.72748     59.078518     0.61588544],20.0000,4.0000,[6.5140221e+01 3.9369053e+01 2.2691477e-03],20.0000,4.0000,[128.60019   -23.90946     5.8646564],20.0000,4.0000,[69.575966   13.393324    0.41582438],20.0000,4.0000,[109.60986  -22.178946   5.872291],20.0000,4.0000,[112.337875  52.698452   0.671042],20.0000,4.0000
25,[26.44958     6.046631    0.23025204],20.0000,6.0000,[26.75405    24.167828    0.24464647],20.0000,0.0000,[ 26.336714   -13.514399     0.15822577],20.0000,6.0000,[26.66045    44.78263     0.22859387],20.0000,0.0000,[ 25.13151   -30.099401    0.6331159],20.0000,0.0000,[46.437126   6.0603604  0.1517563],20.0000,6.0000,[4.6739769e+01 2.4324627e+01 2.8522568e-02],20.0000,6.0000,[ 46.33671    -13.514399     0.15822577],20.0000,6.0000,[46.607452 45.044827  6.235537],20.0000,6.0000,[ 47.058197  -38.167507    0.2653146],20.0000,0.0000,[65.1304    -5.892857   5.8746977],20.0000,4.0000,[112.34915    44.076065    0.4512229],20.0000,4.0000,[140.26323   -31.758799    1.1981775],20.0000,2.0000,[139.06078     10.795104     0.79322165],20.0000,3.0000,[124.19024    59.426506    0.6176966],20.0000,4.0000,[6.5719002e+01 3.9359158e+01 1.3438016e-03],20.0000,4.0000,[129.11322   -24.18013     5.8555493],20.0000,4.0000,[70.08745   13.667783   0.4270715],20.0000,4.0000,[110.14045  -22.41012    5.872291],20.0000,4.0000,[112.77787    53.07505     0.6738886],20.0000,4.0000
26,[27.511137    6.300822    0.44827726],20.0000,0.0000,[27.816727  24.417686   6.2380233],20.0000,6.0000,[ 27.40969    -13.311448     0.24464692],20.0000,6.0000,[27.724836  45.0247     6.2250915],20.0000,6.0000,[ 26.031065   -29.480223     0.33955082],20.0000,6.0000,[47.511536    6.25543     0.23794805],20.0000,6.0000,[47.83023    24.378502    0.25210816],20.0000,0.0000,[ 47.40969    -13.311448     0.24464692],20.0000,0.0000,[4.7700268e+01 4.5045238e+01 4.3323386e-02],20.0000,6.0000,[ 48.11873   -37.90768     6.2558413],20.0000,6.0000,[65.65676  -6.133803  5.873659],20.0000,4.0000,[112.86588     44.336914     0.45192772],20.0000,4.0000,[140.2972     -31.150677     0.99735045],20.0000,3.0000,[139.36159    11.311113    0.7304905],20.0000,3.0000,[124.65302    59.774414    0.6192992],20.0000,4.0000,[6.6297775e+01 3.9349358e+01 4.9903773e-04],20.0000,4.0000,[129.62567  -24.451305   5.848299],20.0000,4.0000,[70.59816    13.942802    0.43617162],20.0000,3.0000,[110.671036 -22.641294   5.872291],20.0000,4.0000,[113.21783     53.4516       0.67632973],20.0000,4.0000
27,[28.507872    6.746815    0.15515691],20.0000,6.0000,[28.909168   24.412691    0.04417277],20.0000,6.0000,[ 28.467344  -13.041466    0.4628243],20.0000,0.0000,[2.8817595e+01 4.5013706e+01 3.2879774e-02],20.0000,6.0000,[ 27.050655  -29.089376    0.4253829],20.0000,0.0000,[48.571163    6.5175433   0.45590597],20.0000,0.0000,[48.89104   24.63618    6.2454543],20.0000,6.0000,[ 48.463024 -13.024164   6.195458],20.0000,6.0000,[48.78979    45.11571     0.26708302],20.0000,0.0000,[ 49.210796   -37.903748     0.05965656],20.0000,6.0000,[66.18314   -6.374657   5.8727155],20.0000,4.0000,[113.38264     44.597683     0.45257717],20.0000,4.0000,[140.45203    -30.561707     0.90971035],20.0000,3.0000,[139.70303    11.797355    0.6597865],20.0000,3.0000,[125.11583   60.12224    0.620727],20.0000,4.0000,[66.87654  39.33964   6.282911],20.0000,4.0000,[130.13768   -24.722841    5.8425026],20.0000,4.0000,[71.107025   14.221016    0.35165682],20.0000,4.0000,[111.20162  -22.872465   5.872291],20.0000,4.0000,[113.65777     53.828087     0.67844784],20.0000,4.0000
28,[29.58145     6.946594    0.24160798],20.0000,0.0000,[29.998924  24.477467   0.2656224],20.0000,0.0000,[ 29.45727    -12.580583     0.16978303],20.0000,6.0000,[29.907795   45.072807    0.25664264],20.0000,0.0000,[ 28.036036   -28.619291     0.09245454],20.0000,6.0000,[49.564564   6.970931   0.1627509],20.0000,6.0000,[49.983486   24.639212    0.05158453],20.0000,6.0000,[ 49.5584   -13.028616   6.27733 ],20.0000,6.0000,[49.846523  45.389614   6.2605395],20.0000,6.0000,[ 50.299942   -37.83086      0.27841118],20.0000,0.0000,[66.70955   -6.6154222  5.8718543],20.0000,4.0000,[113.89942     44.85837      0.45317706],20.0000,4.0000,[140.67776   -30.004074    0.8578465],20.0000,3.0000,[140.08224    12.25273     0.5788814],20.0000,3.0000,[125.57867     60.469975     0.62200654],20.0000,4.0000,[67.45529  39.330017  6.2822  ],20.0000,4.0000,[130.6494   -24.994596   5.837806],20.0000,4.0000,[71.63254    14.468941    0.32395297],20.0000,4.0000,[111.7322   -23.103638   5.872291],20.0000,4.0000,[114.09772    54.204502    0.6803039],20.0000,4.0000
29,[30.635626   7.230778   6.1924477],20.0000,6.0000,[31.057505 24.744497  6.257631],20.0000,6.0000,[ 30.527739 -12.364713   0.256334],20.0000,0.0000,[30.967327 45.335667  6.250101],20.0000,6.0000,[ 29.114635   -28.4291       0.17396674],20.0000,6.0000,[50.636623    7.1786747   0.24915725],20.0000,0.0000,[51.072735   24.711988    0.27300948],20.0000,0.0000,[ 50.650265   -12.978407     0.22646956],20.0000,0.0000,[50.938805   45.409447    0.06673835],20.0000,6.0000,[ 51.357094  -37.557575    6.2688622],20.0000,6.0000,[67.23598   -6.8561006  5.8710666],20.0000,4.0000,[114.41624     45.118988     0.45373252],20.0000,4.0000,[140.94864   -29.473183    0.8011611],20.0000,3.0000,[140.49844     12.673801     0.49077848],20.0000,3.0000,[126.04155    60.817627    0.6231592],20.0000,4.0000,[68.034035 39.320477  6.281545],20.0000,4.0000,[131.16093   -25.26647     5.8339386],20.0000,4.0000,[72.16439    14.703177    0.31957537],20.0000,4.0000,[112.26278  -23.334808   5.872291],20.0000,4.0000,[114.53769    54.580837    0.6819437],20.0000,4.0000
30,[31.730991   7.2231183  6.2743387],20.0000,6.0000,[32.14972    24.756447    0.06282047],20.0000,6.0000,[ 31.577528 -12.064696   6.207271],20.0000,6.0000,[32.059757   45.344105    0.05630129],20.0000,6.0000,[ 30.180132   -28.185644     0.40551603],20.0000,0.0000,[51.688663   7.4706564  6.1999536],20.0000,6.0000,[52.12933   24.98677    6.2650027],20.0000,6.0000,[ 51.711185  -12.721335    6.2288713],20.0000,6.0000,[52.026806   45.498985    0.28825164],20.0000,0.0000,[ 52.449013   -37.539783     0.07259304],20.0000,6.0000,[67.762436 -7.096695  5.870343],20.0000,4.0000,[114.93308     45.37953      0.45424786],20.0000,4.0000,[141.25822    -28.967281     0.72960603],20.0000,3.0000,[140.95021     13.056391     0.39888665],20.0000,3.0000,[126.50447    61.16519     0.6242024],20.0000,4.0000,[68.61277   39.31102    6.2809405],20.0000,4.0000,[131.67235  -25.538383   5.830701],20.0000,4.0000,[72.69844    14.931527    0.32429355],20.0000,4.0000,[112.79336  -23.565977   5.872291],20.0000,4.0000,[114.97769    54.957092    0.6834028],20.0000,4.0000
31,[32.823       7.2701244   0.22351897],20.0000,0.0000,[33.238308   24.837843    0.28308576],20.0000,0.0000,[ 3.2672909e+01 -1.2055822e+01  6.0411794e-03],20.0000,6.0000,[33.148636  45.42229    0.2778162],20.0000,0.0000,[ 31.178646   -27.744524     0.12419222],20.0000,6.0000,[52.784042   7.4710855  6.2818165],20.0000,6.0000,[53.221424   25.00672     0.07018078],20.0000,6.0000,[ 5.2804821e+01 -1.2712731e+01  3.9114326e-02],20.0000,6.0000,[53.07903   45.790054   6.2802987],20.0000,6.0000,[ 53.537148   -37.453117     0.29126126],20.0000,0.0000,[68.288925 -7.337207  5.869677],20.0000,4.0000,[115.44996     45.640007     0.45472702],20.0000,4.0000,[141.60672    -28.488758     0.64597833],20.0000,3.0000,[141.43492     13.396488     0.30556282],20.0000,4.0000,[126.96744    61.512676    0.6251503],20.0000,4.0000,[69.1915    39.301643   6.2803807],20.0000,4.0000,[132.18367   -25.810291    5.8279495],20.0000,4.0000,[73.233     15.157658   0.3317557],20.0000,4.0000,[113.32394  -23.797148   5.872291],20.0000,4.0000,[115.41773     55.333267     0.68470895],20.0000,4.0000
32,[33.884666  7.524107  6.225949],20.0000,6.0000,[34.292946  25.120293   6.2743883],20.0000,6.0000,[ 33.7641     -11.992352     0.23854168],20.0000,0.0000,[34.203835 45.702366  6.269864],20.0000,6.0000,[ 32.253456   -27.54254      0.21742034],20.0000,6.0000,[53.87567     7.526161    0.23093636],20.0000,0.0000,[54.30939   25.09608    0.2904322],20.0000,0.0000,[ 53.894146   -12.634506     0.26773682],20.0000,0.0000,[54.170692   45.826897    0.08551864],20.0000,6.0000,[ 54.59078  -37.166523   6.281666],20.0000,6.0000,[68.81544  -7.57764   5.869062],20.0000,4.0000,[115.96686     45.900414     0.45517328],20.0000,4.0000,[141.99461   -28.041885    0.5554605],20.0000,3.0000,[141.94989    13.687802    0.3038153],20.0000,4.0000,[127.43044     61.860077     0.62601495],20.0000,4.0000,[69.770226  39.292347   6.2798615],20.0000,4.0000,[132.69496   -26.082159    5.8255825],20.0000,4.0000,[73.76745    15.383163    0.33929974],20.0000,4.0000,[113.854515 -24.028316   5.872291],20.0000,4.0000,[115.85782    55.709354    0.6858845],20.0000,4.0000
33,[34.97832     7.529548    0.03620198],20.0000,6.0000,[35.38478    25.147861    0.07898137],20.0000,6.0000,[ 34.821793 -11.722309   6.241065],20.0000,6.0000,[35.295822   45.72782     0.07508498],20.0000,6.0000,[ 33.31175    -27.27284      0.44578013],20.0000,0.0000,[54.93544    7.787949   6.2333245],20.0000,6.0000,[55.361935 25.386234  6.281727],20.0000,6.0000,[ 54.948086 -12.350386   6.264494],20.0000,6.0000,[55.257145  45.933094   0.3058196],20.0000,0.0000,[ 55.68238    -37.134983     0.08534319],20.0000,6.0000,[69.34198   -7.8179965  5.8684936],20.0000,4.0000,[116.48379     46.160755     0.45558968],20.0000,4.0000,[142.42094    -27.631311     0.46202475],20.0000,3.0000,[142.4714      13.958937     0.33433455],20.0000,4.0000,[127.8935      62.2074       0.62680626],20.0000,4.0000,[70.348946 39.283123  6.279379],20.0000,4.0000,[133.20622  -26.353966   5.823523],20.0000,4.0000,[74.301605   15.6086445   0.34600037],20.0000,4.0000,[114.385086 -24.259485   5.872291],20.0000,4.0000,[116.29795    56.085365    0.6869474],20.0000,4.0000
34,[36.06787     7.604626    0.26483786],20.0000,0.0000,[36.47209    25.24461     0.29856527],20.0000,0.0000,[ 35.915245   -11.700225     0.05135284],20.0000,6.0000,[36.383324   45.822678    0.29538685],20.0000,0.0000,[ 34.29887    -26.806898     0.15918775],20.0000,6.0000,[5.6029022e+01 7.8014054e+00 4.3562267e-02],20.0000,6.0000,[56.45354    25.42178     0.08631238],20.0000,6.0000,[ 56.04044    -12.317813     0.07239075],20.0000,6.0000,[5.6305058e+01 4.6239540e+01 1.3957644e-02],20.0000,6.0000,[ 56.769337  -37.034637    0.3039574],20.0000,0.0000,[69.868546  -8.058279   5.8679657],20.0000,4.0000,[117.00074    46.421036    0.4559788],20.0000,4.0000,[142.88324   -27.261316    0.3679309],20.0000,3.0000,[142.9913      14.2260275    0.36843964],20.0000,4.0000,[128.3566     62.55465     0.6275326],20.0000,4.0000,[70.927666 39.273975  6.278929],20.0000,4.0000,[133.71748   -26.6257      5.8217144],20.0000,4.0000,[74.83547    15.834269    0.35167614],20.0000,4.0000,[114.915665 -24.490656   5.872291],20.0000,4.0000,[116.73814    56.461292    0.6879126],20.0000,4.0000
35,[37.122623   7.885709   6.2616034],20.0000,6.0000,[3.7522797e+01 2.5541508e+01 6.2908675e-03],20.0000,6.0000,[ 37.00353    -11.608564     0.28003338],20.0000,0.0000,[3.7434376e+01 4.6118176e+01 3.5254292e-03],20.0000,6.0000,[ 35.368275  -26.581873    0.2502017],20.0000,6.0000,[57.117992    7.8844633   0.27217817],20.0000,0.0000,[57.54011    25.52647     0.30588812],20.0000,0.0000,[ 57.127422  -12.215289    0.2963086],20.0000,0.0000,[57.395985  46.292027   0.1017549],20.0000,6.0000,[ 5.7819294e+01 -3.6734852e+01  1.1147597e-02],20.0000,6.0000,[70.39514  -8.298491  5.867476],20.0000,4.0000,[117.51772     46.681255     0.45634305],20.0000,4.0000,[143.37791    -26.935553     0.27415657],20.0000,4.0000,[143.5078     14.495096    0.3960878],20.0000,3.0000,[128.81975     62.901825     0.62820125],20.0000,4.0000,[71.50638  39.264893  6.27851 ],20.0000,4.0000,[134.22876  -26.89735    5.820114],20.0000,4.0000,[75.36911    16.060038    0.35641617],20.0000,4.0000,[115.44624  -24.721825   5.872291],20.0000,4.0000,[117.17837     56.837143     0.68879235],20.0000,4.0000
36,[38.21507     7.9151387   0.06950352],20.0000,6.0000,[38.614105   25.583904    0.09369566],20.0000,6.0000,[ 38.05387  -11.311427   6.276827],20.0000,6.0000,[38.52579    46.159283    0.09132317],20.0000,6.0000,[ 36.42005    -26.288952     0.47402212],20.0000,0.0000,[58.170662   8.173253   6.2689314],20.0000,6.0000,[5.8588623e+01 2.5831032e+01 1.3609110e-02],20.0000,6.0000,[ 5.8175598e+01 -1.1910298e+01  6.6801771e-03],20.0000,6.0000,[58.4808     46.413578    0.32135975],20.0000,0.0000,[ 58.91041    -36.689625     0.09797674],20.0000,0.0000,[70.92177   -8.538633   5.8670197],20.0000,4.0000,[118.03474     46.941418     0.45668444],20.0000,4.0000,[143.9016    -26.659872    0.2726983],20.0000,4.0000,[144.0202     14.769901    0.3244721],20.0000,4.0000,[129.28293    63.248928    0.6288184],20.0000,4.0000,[72.08509  39.255882  6.278118],20.0000,4.0000,[134.74005   -27.168913    5.8186884],20.0000,4.0000,[75.90258    16.2859      0.36037925],20.0000,4.0000,[115.976814 -24.952993   5.872291],20.0000,4.0000,[117.61865     57.212917     0.68959695],20.0000,4.0000
37,[39.30234     8.014537    0.29342628],20.0000,0.0000,[39.7       25.695272   0.3128732],20.0000,0.0000,[ 39.14574    -11.265317     0.08473821],20.0000,6.0000,[39.611816   46.269512    0.31092855],20.0000,0.0000,[ 37.3979     -25.803656     0.18433188],20.0000,6.0000,[59.26286     8.210664    0.07682629],20.0000,6.0000,[59.679592   25.881393    0.10100929],20.0000,6.0000,[ 59.26683    -11.858156     0.09612561],20.0000,0.0000,[5.9524448e+01 4.6734406e+01 2.9097233e-02],20.0000,6.0000,[ 59.994278  -36.55793     6.0491905],20.0000,6.0000,[71.44841   -8.77871    5.8665943],20.0000,4.0000,[118.551765    47.201527     0.45700487],20.0000,4.0000,[144.43118  -26.404676   0.303674],20.0000,3.0000,[144.54796     15.016213     0.30501065],20.0000,4.0000,[129.74617    63.595963    0.6293893],20.0000,4.0000,[72.6638    39.246937   6.2777514],20.0000,4.0000,[135.25136   -27.440386    5.8174105],20.0000,4.0000,[76.43593    16.511806    0.36371893],20.0000,4.0000,[116.50739  -25.184162   5.872291],20.0000,4.0000,[118.05898     57.588615     0.69033515],20.0000,4.0000
38,[4.0351391e+01 8.3165150e+00 3.8009407e-03],20.0000,6.0000,[4.0746716e+01 2.6006039e+01 2.0371063e-02],20.0000,6.0000,[ 40.23137    -11.149323     0.30867723],20.0000,0.0000,[4.0658752e+01 4.6579437e+01 1.8666342e-02],20.0000,6.0000,[ 38.462772   -25.559668     0.27373967],20.0000,0.0000,[60.349377    8.318002    0.30074173],20.0000,0.0000,[60.764645  26.000685   0.3201819],20.0000,0.0000,[ 60.35      -11.718698    6.0503516],20.0000,6.0000,[60.614502   46.801727    0.11651388],20.0000,6.0000,[ 61.07759  -36.720795   6.131329],20.0000,6.0000,[71.97508   -9.018723   5.8661966],20.0000,5.0000,[119.068825  47.461582   0.457306],20.0000,4.0000,[144.95805   -26.150599    0.2463751],20.0000,4.0000,[145.08125     15.249554     0.30701095],20.0000,4.0000,[130.20944    63.94293     0.6299186],20.0000,4.0000,[73.242516 39.238056  6.277408],20.0000,4.0000,[135.7627    -27.711771    5.8162594],20.0000,4.0000,[76.96919   16.73771    0.3665625],20.0000,4.0000,[117.03797  -25.415333   5.872291],20.0000,4.0000,[118.49937     57.964245     0.69101435],20.0000,4.0000
39,[41.442764    8.365524    0.09324825],20.0000,6.0000,[41.83734    26.06278     0.10754128],20.0000,6.0000,[ 4.1275681e+01 -1.0831349e+01  1.9062215e-02],20.0000,6.0000,[41.74945   46.635387   0.1060833],20.0000,6.0000,[ 39.5043   -25.231169   6.227917],20.0000,6.0000,[6.1396194e+01 8.6276312e+00 1.1111765e-02],20.0000,6.0000,[6.1809067e+01 2.6319077e+01 2.7677026e-02],20.0000,6.0000,[ 61.435368  -11.8724165   6.1345763],20.0000,6.0000,[61.69757   46.93789    0.3357041],20.0000,0.0000,[ 62.165276   -36.82911      0.08102535],20.0000,0.0000,[72.50058  -9.261392  5.957584],20.0000,4.0000,[119.58591    47.721584    0.4575893],20.0000,4.0000,[145.49838    -25.926184     0.24041724],20.0000,4.0000,[145.61604     15.477737     0.31652424],20.0000,4.0000,[130.67276    64.28983     0.6304103],20.0000,4.0000,[73.82122   39.229233   6.2770853],20.0000,4.0000,[136.27406   -27.983065    5.8152175],20.0000,4.0000,[77.50241    16.963583    0.36900935],20.0000,4.0000,[117.56854  -25.646502   5.872291],20.0000,4.0000,[118.9398      58.339806     0.69164085],20.0000,4.0000
40,[42.527992    8.4841175   0.31484336],20.0000,0.0000,[42.92168    26.188326    0.32647133],20.0000,0.0000,[ 42.36618    -10.765661     0.10851577],20.0000,6.0000,[42.83388    46.760242    0.32527384],20.0000,0.0000,[ 4.0599751e+01 -2.5190874e+01  2.8921643e-02],20.0000,6.0000,[62.487183    8.684605    0.10055627],20.0000,6.0000,[62.899246   26.383774    0.11484434],20.0000,6.0000,[ 62.52423   -11.971647    0.0882256],20.0000,0.0000,[6.2736908e+01 4.7272503e+01 4.3208972e-02],20.0000,6.0000,[ 63.25221   -36.727924    6.0838118],20.0000,6.0000,[73.04019   -9.472378   5.9907923],20.0000,4.0000,[120.10301     47.981537     0.45785618],20.0000,4.0000,[146.04233    -25.71428      0.25391224],20.0000,4.0000,[146.15082     15.704384     0.32737783],20.0000,4.0000,[131.13611    64.63667     0.6308681],20.0000,4.0000,[74.399925  39.22047    6.2767825],20.0000,4.0000,[136.78546   -28.25427     5.8142705],20.0000,4.0000,[78.03561    17.189398    0.37113583],20.0000,4.0000,[118.09912  -25.87767    5.872291],20.0000,4.0000,[119.38028    58.7153      0.6922202],20.0000,4.0000
41,[4.3572037e+01 8.8032589e+00 2.3754824e-02],20.0000,6.0000,[4.3964314e+01 2.6512590e+01 3.3832792e-02],20.0000,6.0000,[ 43.449467   -10.630489     0.33011898],20.0000,0.0000,[4.3876648e+01 4.7084000e+01 3.2778889e-02],20.0000,6.0000,[ 41.689026   -25.096333     0.26569512],20.0000,0.0000,[63.57151     8.811114    0.32214773],20.0000,0.0000,[63.982643   26.517223    0.33377135],20.0000,0.0000,[ 63.61008  -11.858993   6.093664],20.0000,6.0000,[63.82595    47.354168    0.13038664],20.0000,6.0000,[ 64.335686  -36.87705     6.1773825],20.0000,6.0000,[73.585075  -9.670103   6.0014234],20.0000,4.0000,[120.62014     48.241444     0.45810783],20.0000,4.0000,[146.58621   -25.506084    0.2718758],20.0000,4.0000,[146.68509    15.930945    0.3372164],20.0000,4.0000,[131.59952    64.98346     0.6312949],20.0000,4.0000,[74.97863   39.21176    6.2764974],20.0000,4.0000,[137.29689  -28.52539    5.813407],20.0000,4.0000,[78.56879    17.415142    0.37300035],20.0000,4.0000,[118.62969  -26.108839   5.872291],20.0000,4.0000,[119.8208     59.090733    0.6927571],20.0000,4.0000
